persona_id,idx,source_config,persona_text,age_refined,llm_label,llm_confidence,llm_reason,shard_id,age_heuristic,age
persona::46798,46798,persona,The captain of the high school football team who regularly stops by for a post-game burger,16,yes,100,"The persona explicitly identifies as the 'captain of the high school football team', which unambiguously indicates current enrollment in high school.",0,16,16
persona::47067,47067,persona,a Cedar Brook high school student who is stressed out over grades and in desperate need of a tutor,16,yes,100,"The persona explicitly states 'a Cedar Brook high school student', which unambiguously indicates current enrollment in high school.",0,16,16
persona::47309,47309,persona,A high school student who is fulfilling their community service requirement by helping in the garden,16,yes,100,"The persona explicitly states 'A high school student', which unambiguously indicates current enrollment in high school.",0,16,16
persona::47363,47363,persona,A high school student who is involved in multiple extracurricular activities and rarely sees their parent,16,yes,100,The persona explicitly identifies as a 'high school student',0,16,16
persona::47394,47394,persona,A senior high school student who excels in physics and dreams of designing the next record-breaking skyscraper,16,yes,100,"The persona explicitly states 'a senior high school student', which unambiguously indicates current enrollment in high school / upper secondary education.",0,16,16
persona::47592,47592,persona,A high school biology student interested in understanding the scientific aspects of gardening,16,yes,100,"The persona explicitly identifies as a 'high school biology student', which confirms current enrollment in high school / upper secondary education.",0,16,16
persona::47704,47704,persona,A high school student who is fascinated by information management and dictatorship while working on school projects,16,yes,100,"The persona explicitly states 'A high school student', which unambiguously indicates current enrollment in high school.",0,16,16
persona::48448,48448,persona,"A local high school student looking for a part-time job, enthusiastic about learning the value of ancient artifacts",16,yes,100,"The persona explicitly states 'A local high school student', which unambiguously indicates current enrollment in high school.",0,16,16
persona::48833,48833,persona,A high school student frustrated with changes to their favorite school programs,16,yes,100,The persona explicitly identifies as a 'high school student'.,0,16,16
persona::49184,49184,persona,A high school senior who loves history and plays in the school band,16,yes,100,"The persona explicitly identifies as a 'high school senior', which confirms current enrollment in high school / upper secondary education.",0,16,16
persona::49293,49293,persona,An ambitious high school student who runs a small regional magazine and is always on the hunt for business tips,16,yes,100,"The persona explicitly states 'An ambitious high school student', which unambiguously indicates current enrollment in high school.",0,16,16
persona::49420,49420,persona,I am a curious high school student in Zimbabwe interested in the fields of paleontology and botany.,16,yes,100,I am a curious high school student in Zimbabwe interested in the fields of paleontology and botany.,0,16,16
persona::49496,49496,persona,a 15 year old male high school student.,15,yes,100,"The persona explicitly states 'a 15 year old male high school student', which directly confirms current enrollment in high school.",0,15,15
persona::49570,49570,persona,a student at Saitama Sakae High School who takes great pride in their sports ability,16,yes,100,"The persona explicitly states they are a student at Saitama Sakae High School, which confirms current enrollment in high school.",0,16,16
persona::49867,49867,persona,A high school football player looking to enhance their endurance and agility on the field,16,yes,100,"The persona explicitly identifies as a 'high school football player,' which directly indicates current enrollment in high school / upper secondary education.",0,16,16
persona::50009,50009,persona,A curious high school senior from Canada seriously considering universities overseas for study.,16,yes,100,"The persona explicitly states 'high school senior', which confirms current enrollment in high school / upper secondary education.",0,16,16
persona::50294,50294,persona,An international high school student who is planning to study abroad in Alabama.,16,yes,100,"The persona explicitly identifies as an 'international high school student', which directly satisfies the mandatory condition of current enrollment in high school / upper secondary education.",0,16,16
persona::50425,50425,persona,a high school senior who didn't win any major awards,16,yes,100,"The persona explicitly states 'a high school senior', which confirms current enrollment in high school / upper secondary education.",0,16,16
persona::50866,50866,persona,A curious high school student interested in learning about the impact of economic policies on society,16,yes,100,"The persona explicitly states 'a curious high school student', which unambiguously identifies current enrollment in high school.",0,16,16
persona::51156,51156,persona,A high school student concerned about their GPA and extracurricular activities,16,yes,100,The persona explicitly identifies as a 'high school student'.,0,16,16
persona::51274,51274,persona,A high school student who is passionate about starting an after-school coding club and seeks guidance and support from the city council representative,16,yes,100,"The persona explicitly states 'A high school student', which unambiguously indicates current enrollment in high school.",0,16,16
persona::51468,51468,persona,A fellow high school student who is interested in starting a digital marketing club,16,yes,100,"The persona explicitly identifies as a 'fellow high school student', which directly satisfies the mandatory condition of current enrollment in high school / upper secondary education.",0,16,16
persona::51535,51535,persona,A high school student who is the first to test and provide feedback on the new software,16,yes,100,"The persona explicitly states 'A high school student', which unambiguously indicates current enrollment in high school.",0,16,16
persona::51699,51699,persona,I am a curious high school student from a non-English speaking country interested in studying Romance languages and considering the pathways such studies could offer.,16,yes,100,I am a curious high school student from a non-English speaking country interested in studying Romance languages and considering the pathways such studies could offer.,0,16,16
persona::51822,51822,persona,A young high school student who is searching for meaning and purpose in life,16,yes,100,The persona explicitly identifies as a 'young high school student',0,16,16
persona::52079,52079,persona,A dedicated high school basketball player striving to make it to the state tournament,16,yes,100,"The persona explicitly identifies as a 'high school basketball player,' which unambiguously indicates current enrollment in high school.",0,16,16
persona::52102,52102,persona,A high school senior who was not accepted into Rensselaer,16,yes,100,"The persona explicitly identifies as a 'high school senior', which is a clear indication of current enrollment in high school / upper secondary education.",0,16,16
persona::52110,52110,persona,A high school band member who plays the drums and often debates music trends,16,yes,100,"The persona explicitly identifies as a 'high school band member', which directly indicates current enrollment in high school.",0,16,16
persona::52227,52227,persona,A high school junior who is more interested in modern technology and social media than historical events,16,yes,100,"The persona explicitly states 'a high school junior', which is a clearly defined grade in high school / upper secondary education.",0,16,16
persona::52691,52691,persona,A rising high school basketball talent with eyes set on a D1 scholarship and subsequent NBA career,16,yes,100,"The persona explicitly identifies as a 'rising high school basketball talent', which unambiguously indicates current enrollment in high school.",0,16,16
persona::52707,52707,persona,"A teenage son, who is a high school athlete looking forward to improve his physical performance",16,yes,100,"The persona explicitly identifies as a 'teenage son' and a 'high school athlete', which unambiguously indicates current enrollment in high school.",0,16,16
persona::52858,52858,persona,A high school student researching influential engineers for a class project,16,yes,100,The persona explicitly states 'A high school student' which unambiguously indicates current enrollment in high school.,0,16,16
persona::53426,53426,persona,A high school junior preparing to participate in the National Geographic GeoBee,16,yes,100,"The persona explicitly states 'a high school junior', which confirms current enrollment in high school (upper secondary education).",0,16,16
persona::53494,53494,persona,A high school student interested in programming who aspires to develop their own compiler one day,16,yes,100,"The persona explicitly states 'A high school student', which directly satisfies the mandatory condition for current enrollment in high school / upper secondary education.",0,16,16
persona::54830,54830,persona,A high school student who is a big fan of American football and particularly admires Coach Jess Simpson.,16,yes,100,The persona explicitly identifies as a 'high school student'.,0,16,16
persona::55404,55404,persona,A high school student aspiring to become an astronaut and eagerly consumes the blogger's content for inspiration,16,yes,100,"The persona explicitly states 'A high school student', which unambiguously indicates current enrollment in high school.",0,16,16
persona::55626,55626,persona,A high school student who has transformed their bedroom into a home gym and shares workout routines with their classmates,16,yes,100,"The persona explicitly states 'A high school student', which unambiguously indicates current enrollment in high school.",0,16,16
persona::56374,56374,persona,"A high school student dealing with anxiety, searching for safe spaces to discuss their feelings",16,yes,100,"The persona explicitly states 'A high school student', which unambiguously indicates current enrollment in high school.",0,16,16
persona::56985,56985,persona,A rebellious teenager who's studying in high school and is known for breaking school rules frequently.,16,yes,100,"The persona explicitly states 'studying in high school', which unambiguously indicates current enrollment in high school.",0,16,16
persona::57121,57121,persona,A curious high school student interested in diverse fields and considering a future in alternative medicine.,16,yes,100,"The persona explicitly states 'a curious high school student', which unambiguously indicates current enrollment in high school.",0,16,16
persona::57287,57287,persona,A high school student who is passionate about history and looks up to academic figures like Stephen Garton,16,yes,100,The persona explicitly identifies as a 'high school student'.,0,16,16
persona::57298,57298,persona,A high school robotics club member who relies on the electrical engineer's guidance to construct complex circuits for their robot.,16,yes,100,"The persona explicitly identifies as a 'high school robotics club member,' which confirms current enrollment in high school.",0,16,16
persona::57791,57791,persona,a South African high school student who admires individuals who challenge the status quo,16,yes,100,"The persona explicitly identifies as a 'South African high school student', which satisfies the mandatory condition of current enrollment in high school/upper secondary education.",0,16,16
persona::58019,58019,persona,A tech-savvy high school student who enjoys converting old movies into digital formats,16,yes,100,The persona explicitly identifies as a 'high school student'.,0,16,16
persona::58394,58394,persona,"A high school student with a passion for STEM subjects, relying on the librarian's expertise for guidance on technical books",16,yes,100,The persona explicitly identifies as a 'high school student',0,16,16
persona::58793,58793,persona,A high school student who assists with organizing and promoting the sessions,16,yes,100,"The persona explicitly states 'A high school student', which directly confirms current enrollment in high school.",0,16,16
persona::58997,58997,persona,A curious and diligent high school student who is interested in digital media and wants to learn more about fact-checking and verifying information online,16,yes,100,The persona explicitly identifies as a 'high school student'.,0,16,16
persona::59022,59022,persona,a high school track and field athlete from France,16,yes,100,"The persona explicitly identifies as a 'high school track and field athlete from France', which confirms current enrollment in high school / upper secondary education.",0,16,16
persona::59162,59162,persona,A high school teenager preparing for a history competition and interested in understanding the global impact of historical events,16,yes,100,"The persona explicitly identifies as a 'high school teenager', which unambiguously indicates current enrollment in high school / upper secondary education.",0,16,16
persona::59291,59291,persona,"A high school student interested in pursuing a career in materials science, seeking guidance on combining physics and chemistry",16,yes,100,"The persona explicitly states 'A high school student', which unambiguously indicates current enrollment in high school.",0,16,16
persona::59401,59401,persona,"A high school student who is fascinated by both math and technology, eagerly participating in the interactive lessons",16,yes,100,"The persona explicitly states 'A high school student', which unambiguously indicates current enrollment in high school.",0,16,16
persona::60195,60195,persona,a high school female rugby player who looks up to Rochelle Tamarua,16,yes,100,"The persona explicitly identifies as a 'high school female rugby player', which confirms current enrollment in high school / upper secondary education.",0,16,16
persona::60241,60241,persona,"A high school student interested in STEM, using her father's drones for her school projects",16,yes,100,"The persona explicitly states 'A high school student', which unambiguously indicates current enrollment in high school.",0,16,16
persona::60345,60345,persona,A younger sibling currently attending Grand Island High School and following in their sibling's footsteps,16,yes,100,"The persona explicitly states 'currently attending Grand Island High School', which confirms current enrollment in high school.",0,16,16
persona::60427,60427,persona,"A high school student interested in computer science, seeking guidance on UI design principles",16,yes,100,The persona explicitly identifies as a 'high school student'.,0,16,16
persona::60436,60436,persona,"A high school student interested in both anthropology and computer science, looking for advice on building a career that combines the two fields",16,yes,100,The persona explicitly identifies as a 'high school student' and expresses interest in combining anthropology and computer science for a future career.,0,16,16
persona::60472,60472,persona,a 15-year-old high school student who loves world geography and curious about different cultures,15,yes,100,"The persona explicitly states 'a 15-year-old high school student', which unambiguously indicates current enrollment in high school.",0,15,15
persona::60761,60761,persona,A high school student who just got their driver's license and received their first traffic ticket,16,yes,100,"The persona explicitly identifies as a 'high school student' and mentions receiving their first traffic ticket, which confirms current enrollment in high school.",0,16,16
persona::60894,60894,persona,A high school photography club president who greatly admires Gordon Parks,16,yes,100,"The persona explicitly identifies as a 'high school photography club president,' which confirms current enrollment in high school.",0,16,16
persona::60945,60945,persona,A high school student who is curious about military life and seeks to learn about their experiences in the army,16,yes,100,"The persona explicitly states 'A high school student', which directly satisfies the mandatory condition of current enrollment in high school / upper secondary education.",0,16,16
persona::61299,61299,persona,A young girl in a high school literature class who is tasked with preparing a biographical report on a prominent woman from literary history.,16,yes,100,"The persona is described as being in a high school literature class, which explicitly indicates current enrollment in high school.",0,16,16
persona::61360,61360,persona,A curious high school student exploring different psychological conditions for a class project on mental health awareness.,16,yes,100,"The persona explicitly states 'A curious high school student', which unambiguously identifies current enrollment in high school.",0,16,16
persona::61424,61424,persona,a high school student who generally objects to wearing masks,16,yes,100,The persona explicitly identifies as a 'high school student'.,0,16,16
persona::61862,61862,persona,A high school student who often seeks her grandmother's help for English assignments,16,yes,100,The persona explicitly identifies as a 'high school student'.,0,16,16
persona::62011,62011,persona,A high school student who has been disciplined for expressing their political views,16,yes,100,The persona explicitly identifies as a 'high school student'.,0,16,16
persona::62088,62088,persona,A high school student who is hesitant to try physical books due to the perceived inconvenience,16,yes,100,The persona explicitly identifies as a 'high school student'.,0,16,16
persona::62272,62272,persona,A motivated high school senior planning to major in religious studies and often discusses related topics with their teacher,16,yes,100,"The persona explicitly states 'a motivated high school senior', which unambiguously indicates current enrollment in high school (specifically the final year of upper secondary education).",0,16,16
persona::62563,62563,persona,"A fellow high school athlete with a similar dream of playing for Mississippi State, creating a competitive yet supportive relationship",16,yes,100,"The persona explicitly states 'a fellow high school athlete' and references 'playing for Mississippi State,' which confirms current enrollment in high school.",0,16,16
persona::63268,63268,persona,A gifted high school student with a passion for math and dreams of winning the Fields Medal,16,yes,100,"The persona explicitly states 'a gifted high school student', which unambiguously indicates current enrollment in high school.",0,16,16
persona::63949,63949,persona,A high school student who has experienced the negative effects of crime and wants to share their story to raise awareness,16,yes,100,The persona explicitly identifies as a 'high school student'.,0,16,16
persona::64040,64040,persona,A Newcastle Knights fan who is a female rugby player in high school.,16,yes,100,"The persona explicitly states 'a female rugby player in high school', which directly confirms current enrollment in high school.",0,16,16
persona::64195,64195,persona,A high school student who wants to improve their grades in algebra and is seeking a study partner,16,yes,100,The persona explicitly states they are a high school student,0,16,16
persona::64298,64298,persona,an art enthusiast who attends this senior high school,16,yes,100,"The persona explicitly states 'attends this senior high school', which unambiguously indicates current enrollment in high school / upper secondary education.",0,16,16
persona::64347,64347,persona,A high school senior in Pennsylvania with an aspiration to become a materials scientist.,16,yes,100,"The persona explicitly states 'a high school senior in Pennsylvania', which confirms current enrollment in high school (upper secondary education).",0,16,16
persona::64760,64760,persona,A high school student who assists with organizing fundraising events for the politician's campaigns,16,yes,100,"The persona explicitly states 'A high school student', which unambiguously indicates current enrollment in high school.",0,16,16
persona::64914,64914,persona,"A high school student engaged in an international baccalaureate program, fluent in three languages",16,yes,100,The persona explicitly states 'A high school student' which unambiguously indicates current enrollment in high school.,0,16,16
persona::64979,64979,persona,A high school senior with chronic health issues who relies on medication to manage their condition,16,yes,100,"The persona explicitly states 'a high school senior', which confirms current enrollment in high school / upper secondary education.",0,16,16
persona::65035,65035,persona,"A high school jock known for intimidating others, struggling with their own insecurities",16,yes,100,"The persona explicitly identifies as a 'high school jock', which directly indicates current enrollment in high school.",0,16,16
persona::65315,65315,persona,A high school junior who's adamantly opposed to classical literature.,16,yes,100,"The persona explicitly states 'a high school junior', which is a clearly defined grade in high school / upper secondary education.",0,16,16
persona::65456,65456,persona,A high school student fascinated by Japanese history and looks up to the blogger as a mentor figure,16,yes,100,"The persona explicitly states 'A high school student', which unambiguously indicates current enrollment in high school.",0,16,16
persona::65697,65697,persona,A popular high school athlete who often dismisses the importance of history and academics in favor of physical accomplishment.,16,yes,100,"The persona explicitly identifies as a 'high school athlete' and references being in high school, which directly indicates current enrollment in high school/upper secondary education.",0,16,16
persona::65789,65789,persona,a Welsh high school student considering studying medicine,16,yes,100,"The persona explicitly identifies as a 'Welsh high school student', which satisfies the mandatory condition of current enrollment in high school / upper secondary education.",0,16,16
persona::66226,66226,persona,A high school student interested in pursuing a career in renewable energy and looks up to the science teacher as a mentor,16,yes,100,"The persona explicitly states 'A high school student', which unambiguously indicates current enrollment in high school.",0,16,16
persona::66416,66416,persona,a female high school student who is part of her school's Volleyball Club,16,yes,100,"The persona explicitly identifies as a 'female high school student', which satisfies the mandatory condition for current enrollment in high school / upper secondary education.",0,16,16
persona::66600,66600,persona,A high school senior interested in pursuing a career in chemical engineering,16,yes,100,"The persona explicitly states 'a high school senior', which confirms current enrollment in high school / upper secondary education.",0,16,16
persona::66801,66801,persona,"A high school student fascinated by robotics, seeking guidance on building automated solar panels",16,yes,100,"The persona explicitly states 'A high school student', which unambiguously indicates current enrollment in high school.",0,16,16
persona::66923,66923,persona,A high school student who looks forward to the gamer's content after finishing homework,16,yes,100,"The persona explicitly states 'A high school student', which unambiguously indicates current enrollment in high school.",0,16,16
persona::67031,67031,persona,A high school junior interested in creative writing and European history,16,yes,100,"The persona explicitly states 'a high school junior', which confirms current enrollment in high school / upper secondary education.",0,16,16
persona::67033,67033,persona,a junior student studying the ProStart program at Fond du Lac High School.,16,yes,100,"The persona explicitly states they are a 'junior student' and are studying at 'Fond du Lac High School', which confirms current enrollment in high school / upper secondary education.",0,16,16
persona::67035,67035,persona,A local high school student who is passionate about photography and aspires to showcase their work in the art exhibits,16,yes,100,"The persona explicitly states 'A local high school student', which unambiguously indicates current enrollment in high school.",0,16,16
persona::67158,67158,persona,A bright and motivated indigenous high school student who has aspirations of becoming a community leader,16,yes,100,"The persona explicitly states 'indigenous high school student', which unambiguously identifies current enrollment in high school.",0,16,16
persona::67268,67268,persona,A sophomore student from South Forsyth High School,16,yes,100,"The persona explicitly states 'a sophomore student from South Forsyth High School', which confirms current enrollment in high school.",0,16,16
persona::67393,67393,persona,A curious high school student with an interest in biology and a family member who suffers from migraines,16,yes,100,"The persona explicitly states 'a curious high school student', which unambiguously indicates current enrollment in high school.",0,16,16
persona::67403,67403,persona,an aspiring pole vaulter in high school,16,yes,100,"The persona explicitly states 'in high school', which directly satisfies the mandatory condition for being a current high school/upper secondary student.",0,16,16
persona::67528,67528,persona,"An annoyed high school senior who, despite having interest in current events, prefers reading in a succinct and straightforward style",16,yes,100,"The persona explicitly identifies as a 'high school senior', which is a clear and unambiguous statement of current enrollment in high school / upper secondary education.",0,16,16
persona::67613,67613,persona,A high school student who aspires to become a filmmaker and looks up to the YouTuber's content,16,yes,100,"The persona explicitly states 'A high school student', which unambiguously indicates current enrollment in high school.",0,16,16
persona::68053,68053,persona,A high school student who started a theater club at their school to create awareness about social justice,16,yes,100,The persona explicitly states 'A high school student' which unambiguously indicates current enrollment in high school.,0,16,16
persona::68148,68148,persona,"A high school student aspiring to become a professional programmer, inspired by their favorite eSports gamer",16,yes,100,"The persona explicitly states 'A high school student', which unambiguously indicates current enrollment in high school.",0,16,16
persona::68460,68460,persona,"A high school student with vision impairment, determined to excel in academics and sports despite her condition",16,yes,100,"The persona explicitly states 'A high school student', which unambiguously indicates current enrollment in high school.",0,16,16
persona::68644,68644,persona,"A high schooler who is exploring the intersection of technology and art, aiming to develop an animated web series",16,yes,100,"The persona explicitly identifies as a 'high schooler', which directly satisfies the mandatory condition for being a current high school / upper secondary student.",0,16,16
persona::68689,68689,persona,A high school student who is passionate about geography and constantly provides feedback on the app,16,yes,100,"The persona explicitly states 'A high school student', which unambiguously satisfies the mandatory condition for current enrollment in high school / upper secondary education.",0,16,16
persona::68754,68754,persona,A high school junior enrolled in JROTC with aspirations to attend the Air Force Academy,16,yes,100,"The persona explicitly states 'a high school junior', which confirms current enrollment in high school / upper secondary education.",0,16,16
persona::68908,68908,persona,A Chinese exchange student who just started attending Seneca Valley High School.,16,yes,100,"The persona explicitly states they are a Chinese exchange student who just started attending Seneca Valley High School, which confirms current enrollment in high school.",0,16,16
persona::69057,69057,persona,A high school student with interests in fashion and hopes to start her own clothing line,16,yes,100,"The persona explicitly states 'A high school student', which unambiguously indicates current enrollment in high school.",0,16,16
persona::69218,69218,persona,An aspiring young female basketball player in high school who idolizes Sharnee Zoll-Norman,16,yes,100,The persona explicitly identifies as a high school student by stating 'An aspiring young female basketball player in high school'.,0,16,16
persona::69362,69362,persona,A high school robotics club member with a knack for explaining complex ideas simply,16,yes,100,"The persona explicitly identifies as a 'high school robotics club member,' which confirms current enrollment in high school.",0,16,16
persona::69979,69979,persona,A high school student torn between choosing a career in English literature or mathematics,16,yes,100,The persona explicitly identifies as a 'high school student'.,0,16,16
persona::70166,70166,persona,A curious high school student who has a strong interest in Spanish art and history,16,yes,100,The persona explicitly identifies as a 'high school student'.,0,16,16
persona::70426,70426,persona,A trendy and fashion-forward high school student who spends their weekends exploring music festivals,16,yes,100,The persona explicitly identifies as a 'high school student'.,0,16,16
persona::70455,70455,persona,A high school student who relies on the non-profit organization's free internet access to complete their school assignments,16,yes,100,"The persona explicitly states 'A high school student', which unambiguously indicates current enrollment in high school.",0,16,16
persona::71127,71127,persona,a bored high school student who loves to daydream,16,yes,100,The persona explicitly identifies as a 'high school student'.,0,16,16
persona::71532,71532,persona,A high school student interested in machine learning and looking for tips to get started with neural networks,16,yes,100,The persona explicitly identifies as a 'high school student'.,0,16,16
persona::71674,71674,persona,A nationally ranked high school baseball player who dedicates equal time to his studies and sports training,16,yes,100,"The persona explicitly identifies as a 'nationally ranked high school baseball player', which confirms current enrollment in high school.",0,16,16
persona::71953,71953,persona,"I am a high school student living in Nuis, the Netherlands.",16,yes,100,"I am a high school student living in Nuis, the Netherlands.",0,16,16
persona::72019,72019,persona,A high school student and part-time sports commentator who has never liked Cobra Sports.,16,yes,100,"The persona explicitly states 'A high school student', which unambiguously indicates current enrollment in high school.",0,16,16
persona::72045,72045,persona,A high school student looking for books that reflect their own experiences and struggles,16,yes,100,The persona explicitly identifies as a 'high school student'.,0,16,16
persona::72261,72261,persona,a 15-year-old high school student who loves anime more than anything else,15,yes,100,"The persona explicitly states 'a 15-year-old high school student', which satisfies the mandatory condition of self-identifying as currently enrolled in high school.",0,15,15
persona::72336,72336,persona,I am a Japanese high school student who aspires to become a professional soccer player.,16,yes,100,I am a Japanese high school student,0,16,16
persona::72682,72682,persona,"A high school student interested in cybersecurity, seeking advice from the Python programmer",16,yes,100,"The persona explicitly states 'A high school student', which unambiguously indicates current enrollment in high school.",0,16,16
persona::72819,72819,persona,A high school student who discovered the MC's music and found solace and inspiration in their impactful lyrics,16,yes,100,The persona explicitly identifies as a 'high school student'.,0,16,16
persona::73352,73352,persona,A high school freshman interested in participating in varsity athletics,16,yes,100,"The persona explicitly states 'a high school freshman', which confirms current enrollment in high school.",0,16,16
persona::73512,73512,persona,A curious high school physics student who just learned about basic symmetries,16,yes,100,"The persona explicitly identifies as a 'high school physics student', which directly confirms current enrollment in high school.",0,16,16
persona::73536,73536,persona,A high schooler who loves to make puns,16,yes,100,"The persona explicitly identifies as a 'high schooler', which directly satisfies the mandatory condition for current enrollment in high school / upper secondary education.",0,16,16
persona::73698,73698,persona,A local high school student passionate about media production and analysis,16,yes,100,"The persona explicitly identifies as a 'local high school student', which directly satisfies the mandatory condition for current enrollment in high school / upper secondary education.",0,16,16
persona::73767,73767,persona,A high school track athlete who has practiced at the New Armory before,16,yes,100,"The persona explicitly identifies as a 'high school track athlete', which directly indicates current enrollment in high school.",0,16,16
persona::73920,73920,persona,"An ambitious high schooler interested in both physics and biology, seeking guidance on potential career paths",16,yes,100,"The persona explicitly states 'An ambitious high schooler', which unambiguously indicates current enrollment in high school.",0,16,16
persona::74523,74523,persona,A curious high school student who started a history vlog inspired by conversations with their grandparent,16,yes,100,"The persona explicitly states 'a curious high school student', which unambiguously identifies current enrollment in high school.",0,16,16
persona::75392,75392,persona,A high school debate team captain determined to win the state championship,16,yes,100,"The persona explicitly identifies as a 'high school debate team captain', which unambiguously indicates current enrollment in high school.",0,16,16
persona::75569,75569,persona,a high school student obsessed with neat handwriting.,16,yes,100,The persona explicitly identifies as a 'high school student'.,0,16,16
persona::75605,75605,persona,A high schooler who benefits from the designer's user-friendly interfaces while using educational apps,16,yes,100,"The persona explicitly identifies as a 'high schooler', which directly satisfies the mandatory condition for current enrollment in high school / upper secondary education.",0,16,16
persona::75686,75686,persona,A high school junior who is quarterback of Harper Creek football team,16,yes,100,"The persona explicitly states they are a 'high school junior', which is a clearly defined grade in high school / upper secondary education.",0,16,16
persona::75843,75843,persona,A high school debater who uses scientific arguments to bolster their points,16,yes,100,"The persona explicitly identifies as a 'high school debater', which directly indicates current enrollment in high school.",0,16,16
persona::76212,76212,persona,A high school student passionate about understanding the causes and consequences of World War II,16,yes,100,The persona explicitly identifies as a 'high school student'.,0,16,16
persona::76291,76291,persona,A high school student always curious about the technology used in the library's digitized system,16,yes,100,"The persona explicitly states 'A high school student', which unambiguously indicates current enrollment in high school.",0,16,16
persona::76373,76373,persona,A high school student using the YouTube channel as a supplemental resource to improve their math skills,16,yes,100,"The persona explicitly states 'A high school student', which unambiguously indicates current enrollment in high school.",0,16,16
persona::76497,76497,persona,A Canadian high school senior who is being forced to learn politics and not happy about it.,16,yes,100,"The persona explicitly states 'A Canadian high school senior', which unambiguously indicates current enrollment in high school (upper secondary education).",0,16,16
persona::76499,76499,persona,a high school girl from Hong Kong,16,yes,100,"The persona explicitly identifies as a 'high school girl from Hong Kong', which unambiguously indicates current enrollment in high school/upper secondary education.",0,16,16
persona::76553,76553,persona,A high school student who took up an interest in historical reenactment after being inspired by their parents' love for history,16,yes,100,"The persona explicitly states 'A high school student', which unambiguously indicates current enrollment in high school.",0,16,16
persona::76699,76699,persona,A basketball player from La Cañada High School who strives to outperform their sibling in every game,16,yes,100,"The persona explicitly states they are a basketball player from La Cañada High School, which confirms current enrollment in high school.",0,16,16
persona::77041,77041,persona,A high school student leading a student-run organization promoting gender equality in schools,16,yes,100,"The persona explicitly states 'A high school student', which unambiguously indicates current enrollment in high school.",0,16,16
persona::77179,77179,persona,A high school student who is passionate about fantasy novels and is seeking recommendations for a new series,16,yes,100,The persona explicitly identifies as a 'high school student'.,0,16,16
persona::77336,77336,persona,A fellow high school student who shares the same passion for storytelling and interviews local community members,16,yes,100,"The persona explicitly states 'a fellow high school student', which unambiguously indicates current enrollment in high school.",0,16,16
persona::77368,77368,persona,A high school student interested in computer science and eager to learn about image recognition techniques,16,yes,100,"The persona explicitly states 'A high school student', which unambiguously indicates current enrollment in high school.",0,16,16
persona::77648,77648,persona,An openly gay high school student striving to create a safe and accepting environment in their school community,16,yes,100,"The persona explicitly states 'An openly gay high school student', which unambiguously identifies current enrollment in high school.",0,16,16
persona::77753,77753,persona,A high school student who is passionate about learning and seeks guidance on how to effectively study and optimize their brain's potential,16,yes,100,"The persona explicitly states 'A high school student', which unambiguously indicates current enrollment in high school.",0,16,16
persona::77998,77998,persona,A high school student who is conducting research on the urbanization of Seattle,16,yes,100,The persona explicitly identifies as a 'high school student'.,0,16,16
persona::78016,78016,persona,A high school student from Ukraine with a strong interest in World War II history.,16,yes,100,The persona explicitly identifies as a 'high school student from Ukraine'.,0,16,16
persona::78225,78225,persona,A high school senior debating between a career in law to fight social injustices or a path in journalism to report them,16,yes,100,"The persona explicitly identifies as a 'high school senior', which is a clear indication of current enrollment in high school / upper secondary education.",0,16,16
persona::78245,78245,persona,A high school senior who is heavily involved in football and has received an offer to play for SMU Mustangs in 2023.,16,yes,100,"The persona explicitly identifies as a 'high school senior', which is a clear indication of current enrollment in high school / upper secondary education.",0,16,16
persona::78311,78311,persona,A high school student in Terry High School who's been fascinated by choir music since childhood.,16,yes,100,"The persona explicitly states 'A high school student in Terry High School', which unambiguously confirms current enrollment in high school.",0,16,16
persona::78363,78363,persona,"A high school student interested in pursuing a career in game development, seeking guidance on the necessary educational path",16,yes,100,The persona explicitly identifies as a 'high school student'.,0,16,16
persona::78884,78884,persona,A curious high school student who is fascinated by World War II aviation and seeks the teacher's expertise,16,yes,100,"The persona explicitly states 'A curious high school student', which unambiguously identifies current enrollment in high school.",0,16,16
persona::78999,78999,persona,A high school student aspiring to study in the field of medicine and technology.,16,yes,100,"The persona explicitly states 'A high school student', which directly satisfies the mandatory condition for current enrollment in high school / upper secondary education.",0,16,16
persona::79480,79480,persona,A high school student interested in learning about the history and evolution of local factories,16,yes,100,The persona explicitly identifies as a 'high school student'.,0,16,16
persona::79531,79531,persona,a high school music student studying for a test in Music Appreciation class,16,yes,100,"The persona explicitly identifies as a 'high school music student', which directly satisfies the mandatory condition of current enrollment in high school / upper secondary education.",0,16,16
persona::79700,79700,persona,"A high school student, good with his hands and considering following in his father's career path",16,yes,100,"The persona explicitly states 'A high school student', which unambiguously indicates current enrollment in high school.",0,16,16
persona::79950,79950,persona,A high school junior who excels in science and has a fierce interest in climate activism,16,yes,100,"The persona explicitly states 'a high school junior', which is a clearly defined grade in high school / upper secondary education.",0,16,16
persona::79977,79977,persona,A high school student who has a knack for making analogies and metaphors.,16,yes,100,The persona explicitly identifies as a 'high school student'.,0,16,16
persona::80022,80022,persona,A high school student struggling with psychology who turns to the psychology student for help,16,yes,100,The persona explicitly identifies as a 'high school student' in the description.,0,16,16
persona::80132,80132,persona,A high school quarterback who aspires to be as successful as Cam Newton,16,yes,100,"The persona explicitly identifies as a 'high school quarterback', which confirms current enrollment in high school.",0,16,16
