persona_id,idx,source_config,persona_text,llm_label,llm_confidence,llm_reason,shard_id,age_heuristic,age
persona::8843,8843,persona,A high school student struggling with understanding Newton's laws of motion,yes,100,Explicitly described as a high school student,4,16,16
persona::11194,11194,persona,A younger sister who is also a high school student and finds the personalized learning experience challenging and overwhelming,yes,100,Persona is explicitly described as a high school student,4,16,16
persona::13169,13169,persona,a high school student who doesn't understand cryptocurrencies.,yes,100,explicitly described as a high school student,4,16,16
persona::15248,15248,persona,A high school student researching African American history for a school project,yes,100,Explicitly described as a high school student,4,16,16
persona::16598,16598,persona,A 16-year-old high school student seeking advice on sexual health and contraception,yes,100,Persona is explicitly described as a 16-year-old high school student,4,16,16
persona::20695,20695,persona,A high school football player who is grateful for the librarian's support and encouragement,yes,100,Persona is explicitly described as a high school football player,4,16,16
persona::22650,22650,persona,a classmate of Émilie Tran Nguyen in high school,yes,100,explicitly mentioned as a high school classmate,4,16,16
persona::37483,37483,persona,A high school junior and talented artist who is overcoming personal challenges with the help of supportive mentors,yes,100,Persona is explicitly described as a high school junior,4,16,16
persona::40356,40356,persona,A high school student who is an avid fantasy book reader and loves hanging out in quiet spots,yes,100,Persona explicitly describes themselves as a high school student,4,16,16
persona::41888,41888,persona,"A high school student interested in pursuing a career in software engineering, seeking guidance on getting started with .NET programming",yes,100,Persona explicitly describes themselves as a high school student,4,16,16
persona::46798,46798,persona,The captain of the high school football team who regularly stops by for a post-game burger,yes,100,explicitly mentioned as high school football team captain,4,16,16
persona::48448,48448,persona,"A local high school student looking for a part-time job, enthusiastic about learning the value of ancient artifacts",yes,100,Persona is explicitly described as a high school student,4,16,16
persona::51535,51535,persona,A high school student who is the first to test and provide feedback on the new software,yes,100,Persona is explicitly described as a high school student,4,16,16
persona::58793,58793,persona,A high school student who assists with organizing and promoting the sessions,yes,100,Persona is explicitly described as a high school student,4,16,16
persona::61360,61360,persona,A curious high school student exploring different psychological conditions for a class project on mental health awareness.,yes,100,Persona explicitly describes themselves as a high school student,4,16,16
persona::67031,67031,persona,A high school junior interested in creative writing and European history,yes,100,Persona explicitly describes themselves as a high school junior,4,16,16
persona::68460,68460,persona,"A high school student with vision impairment, determined to excel in academics and sports despite her condition",yes,100,Persona explicitly describes themselves as a high school student,4,16,16
persona::73920,73920,persona,"An ambitious high schooler interested in both physics and biology, seeking guidance on potential career paths",yes,100,Persona explicitly describes themselves as a high schooler,4,16,16
persona::75569,75569,persona,a high school student obsessed with neat handwriting.,yes,100,explicitly described as a high school student,4,16,16
persona::76497,76497,persona,A Canadian high school senior who is being forced to learn politics and not happy about it.,yes,100,Explicitly described as a high school senior,4,16,16
persona::77753,77753,persona,A high school student who is passionate about learning and seeks guidance on how to effectively study and optimize their brain's potential,yes,100,Persona explicitly describes themselves as a high school student,4,16,16
persona::78999,78999,persona,A high school student aspiring to study in the field of medicine and technology.,yes,100,Persona explicitly describes themselves as a high school student,4,16,16
persona::82189,82189,persona,a high school student who has a crush on Malik Yoba,yes,100,Persona explicitly describes themselves as a high school student,4,16,16
persona::88897,88897,persona,a Macedonian high school student who's enthusiastic about technology,yes,100,explicitly described as a high school student,4,16,16
persona::91760,91760,persona,A high school student who is passionate about sleep research and student advocacy.,yes,100,Persona explicitly describes themselves as a high school student,4,16,16
persona::93854,93854,persona,an excited Madison High School student-athlete who plays football,yes,100,explicitly described as a high school student,4,16,16
persona::97903,97903,persona,A high school student who was inspired to take a defensive driving course after watching the content creator's videos,yes,100,Persona explicitly describes themselves as a high school student,4,16,16
persona::99278,99278,persona,A high school student with a learning disability who looks up to their special education teacher as a role model,yes,100,Persona explicitly describes themselves as a high school student,4,16,16
persona::102305,102305,persona,A high school soccer star who respects their friend's dedication to ballet but knows very little about dance,yes,100,Persona is explicitly described as a high school student,4,16,16
persona::104791,104791,persona,A high school student who has experienced the challenges of the achievement gap firsthand and provides valuable insight for program development,yes,100,Persona is explicitly described as a high school student,4,16,16
persona::114459,114459,persona,A high school student struggling with English literature and aspiring to cover the content gap,yes,100,Persona explicitly describes themselves as a high school student,4,16,16
persona::121143,121143,persona,a student who enjoys history and is attending a local high school in Novi Sad.,yes,100,attending a local high school,4,16,16
persona::125569,125569,persona,A motivated and academically ambitious high school senior who wants to explore advanced historical topics,yes,100,Persona is explicitly described as a high school senior,4,16,16
persona::126949,126949,persona,An American high school student who has little knowledge about the grain-based foods business,yes,100,Persona is explicitly described as an American high school student,4,16,16
persona::130545,130545,persona,A Danish high school student who is a big fan of Hans Christian Andersen.,yes,100,Persona is explicitly described as a high school student,4,16,16
persona::133417,133417,persona,A teenager who recently won a gold medal in a high school track and field competition,yes,100,participated in high school track and field competition,4,16,16
persona::137077,137077,persona,"a high school student with a passion for veterinary medicine and animal husbandry in Zhengzhou, Henan",yes,100,Persona is explicitly described as a high school student,4,16,16
persona::139937,139937,persona,I am a high school student participating in the Science Olympiad with a specialization in magnetic devices and applications.,yes,100,Persona explicitly states they are a high school student,4,16,16
persona::142027,142027,persona,A high school student excelling in Model United Nations and shows immense interest in political science,yes,100,Persona is explicitly described as a high school student,4,16,16
persona::143006,143006,persona,I'm a high school student who has an interest in charity work but never involved in one,yes,100,Persona explicitly states they are a high school student,4,16,16
persona::144968,144968,persona,A high school student who’s a big fan of Justin Cox.,yes,100,Persona explicitly describes themselves as a high school student,4,16,16
persona::146490,146490,persona,A high school student who admires the retired individual's dedication to supporting local businesses and aspires to follow in their footsteps,yes,100,Persona is explicitly described as a high school student,4,16,16
persona::148411,148411,persona,A top athlete from a neighbouring high school known for their exceptional pitching skills,yes,100,Described as from a high school,4,16,16
persona::151461,151461,persona,A high school student who excels in math competitions and enjoys weekend Sudoku challenges with their grandparent,yes,100,Persona explicitly describes themselves as a high school student,4,16,16
persona::152434,152434,persona,"A curious high school student from a different continent, aspiring to become a future model UN delegate",yes,100,Persona explicitly describes themselves as a high school student,4,16,16
persona::162837,162837,persona,A high school student looking for community service opportunities and has a love for baking,yes,100,Persona explicitly describes themselves as a high school student,4,16,16
persona::167376,167376,persona,A high schooler with a keen interest in both coding and ancient civilizations,yes,100,Persona explicitly describes themselves as a high schooler,4,16,16
persona::168718,168718,persona,A dedicated high school percussionist who looks up to the seasoned percussionist as a mentor and role model,yes,100,Persona is explicitly described as a high school percussionist,4,16,16
persona::171304,171304,persona,A high school student inspired by literature and working to build his volunteer service hours,yes,100,Persona explicitly describes themselves as a high school student,4,16,16
persona::173673,173673,persona,A regular high school student who never had to use any subscription-based study aid before,yes,100,Persona explicitly describes themselves as a high school student,4,16,16
persona::178052,178052,persona,"A high school student who opts in for science subjects, hoping to follow older sibling's footsteps in computer science",yes,100,Persona explicitly describes themselves as a high school student,4,16,16
persona::183449,183449,persona,A high school student who finds inspiration in the podcast series and has started their own history blog,yes,100,Persona is explicitly described as a high school student,4,16,16
persona::191123,191123,persona,A high school art student creating a visual series about the town's history,yes,100,Persona is explicitly described as a high school student,4,16,16
persona::192835,192835,persona,A high school student passionate about robotics and is learning Python for automation projects,yes,100,Persona explicitly describes themselves as a high school student,4,16,16
persona::195866,195866,persona,A high school history buff fascinated by Churchill's role in the war,yes,100,Persona is described as a high school student,4,16,16
persona::197299,197299,persona,a young Australian female high school student looking for feminist figures for her history project,yes,100,explicitly described as a high school student,4,16,16
persona::2397,2397,persona,A high school soccer star with little interest in football but a lot of love for their parent's team spirit,yes,100,Persona is explicitly described as a high school soccer star,5,16,16
persona::5753,5753,persona,a Vietnamese high school student who idolizes Sơn Tùng M-TP,yes,100,explicitly described as a high school student,5,16,16
persona::7200,7200,persona,A high school classmate of Martin Long who is not involved in the religious sector but respects Martin’s accomplishments.,yes,100,Persona is described as a high school classmate,5,16,16
persona::15258,15258,persona,"A high school student who often asks their classmate for math help, as they share the same bus route",yes,100,Explicitly described as a high school student,5,16,16
persona::16829,16829,persona,A high school student interested in pursuing a career in data science and seeking guidance on building a strong foundation in mathematics,yes,100,Persona explicitly describes themselves as a high school student,5,16,16
persona::22809,22809,persona,An inquisitive high school student who is an aspiring writer and an admirer of Alice Walker's work.,yes,100,Persona is explicitly described as a high school student,5,16,16
persona::26724,26724,persona,A high school student who runs a popular playlist curation account on a music streaming platform,yes,100,Persona is explicitly described as a high school student,5,16,16
persona::29339,29339,persona,A high school student preparing for an archaeology competition and seeks expert advice,yes,100,Persona explicitly describes themselves as a high school student,5,16,16
persona::31270,31270,persona,A high schooler seeking guidance on how to improve their research skills for academic success,yes,100,Persona explicitly describes themselves as a high schooler,5,16,16
persona::32299,32299,persona,"A high school student interested in computer science, seeking advice on preparing for coding competitions",yes,100,Persona explicitly describes themselves as a high school student,5,16,16
persona::34296,34296,persona,A high school student who's just suffered a sports injury and is anxious about it,yes,100,Persona explicitly describes themselves as a high school student,5,16,16
persona::38849,38849,persona,A high school senior organizing a student-led political action group at their school,yes,100,Persona is explicitly described as a high school senior,5,16,16
persona::40377,40377,persona,a freshman student in Andover High School who's currently battling with flu,yes,100,Explicitly described as a freshman student in high school,5,16,16
persona::44678,44678,persona,a small-town high school senior student who's great at mathematics and is considering pursuing a career in statistics,yes,100,Persona is explicitly described as a high school senior student,5,16,16
persona::51699,51699,persona,I am a curious high school student from a non-English speaking country interested in studying Romance languages and considering the pathways such studies could offer.,yes,100,Persona explicitly describes themselves as a high school student,5,16,16
persona::57121,57121,persona,A curious high school student interested in diverse fields and considering a future in alternative medicine.,yes,100,Persona explicitly describes themselves as a high school student,5,16,16
persona::60195,60195,persona,a high school female rugby player who looks up to Rochelle Tamarua,yes,100,Persona is explicitly described as a high school student,5,16,16
persona::63268,63268,persona,A gifted high school student with a passion for math and dreams of winning the Fields Medal,yes,100,Explicitly described as a high school student,5,16,16
persona::67033,67033,persona,a junior student studying the ProStart program at Fond du Lac High School.,yes,100,currently attending high school,5,16,16
persona::72682,72682,persona,"A high school student interested in cybersecurity, seeking advice from the Python programmer",yes,100,Persona explicitly describes themselves as a high school student,5,16,16
persona::75605,75605,persona,A high schooler who benefits from the designer's user-friendly interfaces while using educational apps,yes,100,Persona is explicitly described as a high schooler,5,16,16
persona::76499,76499,persona,a high school girl from Hong Kong,yes,100,explicitly described as a high school student,5,16,16
persona::80295,80295,persona,A high school junior and debate team captain who advocates for mental health awareness,yes,100,Persona explicitly describes themselves as a high school junior,5,16,16
persona::82211,82211,persona,A high school valedictorian balancing his study routine with his passion for robotics,yes,100,Persona is described as a high school valedictorian,5,16,16
persona::85051,85051,persona,A high schooler deeply interested in the history and effects of nuclear weapons,yes,100,Persona explicitly describes themselves as a 'high schooler',5,16,16
persona::86979,86979,persona,"A high school valedictorian with aspirations of becoming a software engineer, yet enjoys discussing Shakespeare",yes,100,Persona is described as a high school valedictorian,5,16,16
persona::88957,88957,persona,A high school senior who is undecided about their future career and seeks guidance from the teacher,yes,100,Persona is explicitly described as a high school senior,5,16,16
persona::93883,93883,persona,"I am a high school student who is greatly inspired by historical figures, particularly pioneering women in medicine.",yes,100,Persona explicitly states they are a high school student,5,16,16
persona::95861,95861,persona,A high school student interested in engineering who shadowed the senior engineer for a day to learn more about the profession,yes,100,Persona is explicitly described as a high school student,5,16,16
persona::99499,99499,persona,"I am an inspired high school student with a passion for environmental activism, enamored with the achievements of conservationists like Ted Howard.",yes,100,Persona explicitly describes themselves as a high school student,5,16,16
persona::100394,100394,persona,A high school student in the UK who has never tried camping,yes,100,explicitly described as a high school student,5,16,16
persona::104112,104112,persona,a high school sports aficionado who is always at the sideline of the games rooting for FHC,yes,90,high school sports aficionado implies current involvement with high school,5,16,16
persona::112973,112973,persona,A high school AV club president who produces content and streams for local eSports events,yes,100,Persona is described as a high school AV club president,5,16,16
persona::116548,116548,persona,"a high school student in Manchester, New Hampshire interested in law as a career",yes,100,explicitly described as a high school student,5,16,16
persona::122902,122902,persona,"a high school classmate of Liam Pullen, who is not into snooker but is proud of his friend's achievements.",yes,100,Described as a high school classmate,5,16,16
persona::125810,125810,persona,A high school student who attends empowerment programs organized by the community organizer and the retired principal,yes,100,Persona is explicitly described as a high school student,5,16,16
persona::131880,131880,persona,A high school student who is passionate about both biology and music and aims to pursue a career that combines both,yes,100,Persona explicitly describes themselves as a high school student,5,16,16
persona::137110,137110,persona,A high school student who often visits them for help with assignments and enjoys listening to their partner's jokes,yes,100,Persona is explicitly described as a high school student,5,16,16
persona::138721,138721,persona,A high school student who finds inspiration in the ecologist's writing and starts her own environmental club,yes,100,Persona is explicitly described as a high school student,5,16,16
persona::141224,141224,persona,A high school senior who helps the younger brother prepare for the challenges of high school,yes,100,Persona is explicitly described as a high school senior,5,16,16
persona::160999,160999,persona,An underdog high school football player with an inspiring story,yes,100,explicitly described as a high school football player,5,16,16
persona::166078,166078,persona,A high school junior interested in social activism and making educational YouTube videos on historical events,yes,100,Persona is explicitly described as a high school junior,5,16,16
persona::167513,167513,persona,A high school student dealing with the divorce of their parents and seeking emotional stability,yes,100,Persona is explicitly described as a high school student,5,16,16
persona::168756,168756,persona,a politically indifferent high school student interested in basketball and video games,yes,100,explicitly described as a high school student,5,16,16
persona::172700,172700,persona,"Hungarian high school student passionate about sports, with fencing as a favorite.",yes,100,Explicitly described as a high school student,5,16,16
persona::173677,173677,persona,A talented high school basketball player looking to improve their guard skills,yes,100,Persona is explicitly described as a high school student,5,16,16
persona::176704,176704,persona,A diligent high schooler who aspires to learn English and travel outside Syria,yes,100,Persona explicitly describes themselves as a high schooler,5,16,16
persona::178162,178162,persona,A high school senior who has benefited from the individualized education plans and is now considering a career in education,yes,100,Persona is explicitly described as a high school senior,5,16,16
persona::179918,179918,persona,A driven high school student with ambitions of becoming a neurosurgeon,yes,100,Explicitly described as a high school student,5,16,16
persona::183469,183469,persona,A high school student who looks up to their older sibling's leadership skills and seeks guidance on running for student council,yes,100,Persona explicitly describes themselves as a high school student,5,16,16
persona::185082,185082,persona,A diligent high school junior who aspires to become an anthropologist,yes,100,Persona explicitly describes themselves as a high school junior,5,16,16
persona::192915,192915,persona,A sophomore in high school preparing for the SAT test,yes,100,Explicitly mentioned as a high school student,5,16,16
persona::194175,194175,persona,As a curious high school student interested in STEM fields and looking up to role models.,yes,100,Persona explicitly describes themselves as a high school student,5,16,16
persona::195946,195946,persona,A high school senior whose graduation party is being meticulously planned by the event planner,yes,100,Explicitly described as a high school senior,5,16,16
persona::790,790,persona,A high school student aiming to follow in their grandparent's footsteps by studying library science,yes,100,Persona is explicitly described as a high school student,6,16,16
persona::2631,2631,persona,A curious high school student from Kyrgyzstan interested in linguistics and the history of Turkic languages,yes,100,Persona explicitly describes themselves as a high school student,6,16,16
persona::4066,4066,persona,A high school student who is an eSports competitor and considers retro games antiquated,yes,100,Persona explicitly describes themselves as a high school student,6,16,16
persona::6144,6144,persona,A patient high school student who enjoys explaining technology to others and has a part-time job at a local computer repair shop,yes,100,Persona is explicitly described as a high school student,6,16,16
persona::7216,7216,persona,A high school student who has found solace in the YouTuber's videos and shares their personal experiences in the comments section,yes,100,Persona explicitly describes themselves as a high school student,6,16,16
persona::9781,9781,persona,"A high school student who relies on their grandmother's resources for school project, with a soft spot for mythology",yes,100,Persona is explicitly described as a high school student,6,16,16
persona::11248,11248,persona,A 16-year-old high school student in New Zealand who is passionate about learning the Maori culture and has been assigned to write an essay about a significant figure within it.,yes,100,Persona is explicitly described as a 16-year-old high school student,6,16,16
persona::17059,17059,persona,a fellow student and athlete from Zev Rosen's high school,yes,100,explicitly described as a high school student,6,16,16
persona::18106,18106,persona,A Greek high school student who is considering studying overseas and has a strong disdain for trend-following,yes,100,Persona is explicitly described as a high school student,6,16,16
persona::22882,22882,persona,A high school student who dreams of designing sustainable infrastructure in developing countries,yes,100,Persona explicitly describes themselves as a high school student,6,16,16
persona::26780,26780,persona,A shy high school student who borrows courage from his favorite comic book heroes in cosplay,yes,100,Persona explicitly describes themselves as a high school student,6,16,16
persona::29570,29570,persona,A high school student fascinated by how equations and theories apply to real-life constructions,yes,100,Persona explicitly describes themselves as a high school student,6,16,16
persona::34394,34394,persona,"An ambitious high school student with diverse interests, developing strong leadership skills by actively participating in different clubs and societies",yes,100,Persona explicitly describes themselves as a high school student,6,16,16
persona::35670,35670,persona,A high school student eagerly awaiting their driving test.,yes,100,Explicitly described as a high school student,6,16,16
persona::44692,44692,persona,A high schooler who adores listening to Ed Maverick,yes,100,Persona explicitly describes themselves as a high schooler,6,16,16
persona::46255,46255,persona,a politically uninvolved Nigerian high school student,yes,100,explicitly described as a high school student,6,16,16
persona::57287,57287,persona,A high school student who is passionate about history and looks up to academic figures like Stephen Garton,yes,100,Persona explicitly describes themselves as a high school student,6,16,16
persona::60241,60241,persona,"A high school student interested in STEM, using her father's drones for her school projects",yes,100,Explicitly described as a high school student,6,16,16
persona::61424,61424,persona,a high school student who generally objects to wearing masks,yes,100,explicitly described as a high school student,6,16,16
persona::65789,65789,persona,a Welsh high school student considering studying medicine,yes,100,explicitly described as a high school student,6,16,16
persona::67035,67035,persona,A local high school student who is passionate about photography and aspires to showcase their work in the art exhibits,yes,100,Persona is explicitly described as a high school student,6,16,16
persona::68644,68644,persona,"A high schooler who is exploring the intersection of technology and art, aiming to develop an animated web series",yes,100,Persona explicitly describes themselves as a high schooler,6,16,16
persona::69979,69979,persona,A high school student torn between choosing a career in English literature or mathematics,yes,100,Persona explicitly describes themselves as a high school student,6,16,16
persona::71532,71532,persona,A high school student interested in machine learning and looking for tips to get started with neural networks,yes,100,Persona explicitly describes themselves as a high school student,6,16,16
persona::75686,75686,persona,A high school junior who is quarterback of Harper Creek football team,yes,100,Persona is explicitly described as a high school junior,6,16,16
persona::76553,76553,persona,A high school student who took up an interest in historical reenactment after being inspired by their parents' love for history,yes,100,Persona is explicitly described as a high school student,6,16,16
persona::82437,82437,persona,A shy high schooler discovering their artistic talent and interest in graphic novels,yes,100,Persona explicitly describes themselves as a high schooler,6,16,16
persona::85196,85196,persona,A high school student who relies on online education due to health concerns and seeks tips on staying motivated,yes,100,Persona explicitly describes themselves as a high school student,6,16,16
persona::87034,87034,persona,"A talented high school student, praised for her surrealistic paintings, dreaming of attending a reputed art academy",yes,100,Explicitly described as a high school student,6,16,16
persona::89004,89004,persona,A high school student passionate about genetics and seeking guidance on pursuing a career in bioinformatics,yes,100,Persona explicitly describes themselves as a high school student,6,16,16
persona::94021,94021,persona,"A curious high school biology student, prepping for a Science Olympiad competition",yes,100,Explicitly described as a high school student,6,16,16
persona::96088,96088,persona,"A high school student struggling with advanced algebra, seeking guidance through the blog",yes,100,Persona explicitly describes themselves as a high school student,6,16,16
persona::99537,99537,persona,A high school student with dreams of attending The Citadel and seeks advice from the retiree on how to prepare for the rigorous lifestyle,yes,100,Persona explicitly describes themselves as a high school student,6,16,16
persona::102541,102541,persona,"I'm a curious high school student passionate about art and history, and I'm currently working on a project about Danish Golden Age paintings.",yes,100,Persona explicitly describes themselves as a high school student,6,16,16
persona::115050,115050,persona,A high school student with a learning disability who has faced discrimination in the classroom,yes,100,Persona explicitly describes themselves as a high school student,6,16,16
persona::122965,122965,persona,a STEM high school student in Scotland,yes,100,explicitly described as a high school student,6,16,16
persona::124318,124318,persona,An ambitious high school student aiming for appointment to a military academy,yes,100,explicitly described as a high school student,6,16,16
persona::133659,133659,persona,A curious and eager high school student interested in learning the trade of electrical work,yes,100,Persona explicitly describes themselves as a high school student,6,16,16
persona::135375,135375,persona,an underprivileged female high school student fearful of her future,yes,100,explicitly described as a high school student,6,16,16
persona::141340,141340,persona,A high school student who actively participates in the workshops and shows potential for becoming a future legal advocate,yes,100,Persona is explicitly described as a high school student,6,16,16
persona::143402,143402,persona,a sensitive high school student who is open-minded and empathetic,yes,100,Persona is explicitly described as a high school student,6,16,16
persona::148958,148958,persona,A high school student who has taken up checkers as a hobby and looks up to their expertise,yes,100,Persona explicitly describes themselves as a high school student,6,16,16
persona::150174,150174,persona,A high school student who has an interest in biology but no background knowledge of termites,yes,100,Persona explicitly describes themselves as a high school student,6,16,16
persona::152673,152673,persona,A talented high school quarterback eager to learn from the retired player's experience,yes,100,Persona is explicitly described as a high school student,6,16,16
persona::155844,155844,persona,A high school junior aiming to become a writer and deeply influenced by the works of Brontë and Shakespeare,yes,100,Persona is explicitly described as a high school junior,6,16,16
persona::159466,159466,persona,A high school football player who aspires to follow in his father's footsteps and play for the Georgia Bulldogs,yes,100,Persona is described as a high school football player,6,16,16
persona::161158,161158,persona,An American high school student studying evolutionary biology.,yes,100,Persona is explicitly described as an American high school student,6,16,16
persona::163037,163037,persona,A high school cross country runner who is committed to maintaining their peak physical condition,yes,100,Persona is explicitly described as a high school student,6,16,16
persona::166298,166298,persona,"a politically-engaged high school student residing in Washington County, Maryland.",yes,100,explicitly described as a high school student,6,16,16
persona::170023,170023,persona,"a high school student from Pima County, Arizona",yes,100,explicitly described as a high school student,6,16,16
persona::172753,172753,persona,A high school student who is a loyal fan and watches every episode of the talk show,yes,100,Persona explicitly describes themselves as a high school student,6,16,16
persona::178415,178415,persona,a high school student who is doubtful about discount shopping,yes,100,explicitly described as a high school student,6,16,16
persona::183630,183630,persona,A high school student in Japan who respects tradition and academic achievements,yes,100,Persona explicitly describes themselves as a high school student,6,16,16
persona::185431,185431,persona,A high school student who is president of their school's investment club,yes,100,Persona is explicitly described as a high school student,6,16,16
persona::191262,191262,persona,A fellow high school teenager passionate about 3D printing and often collaborates on interesting projects for the robotics club,yes,100,Explicitly described as a high school teenager,6,16,16
persona::194335,194335,persona,A curious and hardworking high school football player who aspires to pursue a career in astrophysics,yes,100,Persona is explicitly described as a high school student,6,16,16
persona::196234,196234,persona,A high school student in Japan considering a career in science,yes,100,Explicitly described as a high school student,6,16,16
persona::2801,2801,persona,"a high school student in Kosrae, Federated States of Micronesia",yes,100,explicitly described as a high school student,7,16,16
persona::11312,11312,persona,a conventional high school student without interest or prior knowledge in artificial intelligence,yes,100,explicitly described as a high school student,7,16,16
persona::13555,13555,persona,A complacent high school student who never pays attention to health matters.,yes,100,Persona is explicitly described as a high school student,7,16,16
persona::15477,15477,persona,A Malaysian high school student who loves reading mythology-based fantasy novels,yes,100,Persona explicitly describes themselves as a high school student,7,16,16
persona::17067,17067,persona,"A high school student inspired by the journalist's articles, who starts a voter education club at their school",yes,100,Persona is explicitly described as a high school student,7,16,16
persona::26959,26959,persona,"A high school student who shows interest in filmmaking, often turning historical events into short films",yes,100,Persona explicitly describes themselves as a high school student,7,16,16
persona::29649,29649,persona,A high school student preparing for a robotics competition and seeking help with programming their STM32 microcontroller,yes,100,Persona is explicitly described as a high school student,7,16,16
persona::32536,32536,persona,a fashion-conscious high school girl who loves shopping at American Eagle Outfitters,yes,100,explicitly described as a high school girl,7,16,16
persona::42138,42138,persona,A high school student who is new to reading and seeks guidance on where to start,yes,100,Persona explicitly describes themselves as a high school student,7,16,16
persona::47067,47067,persona,a Cedar Brook high school student who is stressed out over grades and in desperate need of a tutor,yes,100,Persona is explicitly described as a high school student,7,16,16
persona::48833,48833,persona,A high school student frustrated with changes to their favorite school programs,yes,100,Persona explicitly describes themselves as a high school student,7,16,16
persona::50294,50294,persona,An international high school student who is planning to study abroad in Alabama.,yes,100,Explicitly described as a high school student,7,16,16
persona::51822,51822,persona,A young high school student who is searching for meaning and purpose in life,yes,100,Persona explicitly describes themselves as a high school student,7,16,16
persona::57298,57298,persona,A high school robotics club member who relies on the electrical engineer's guidance to construct complex circuits for their robot.,yes,100,Persona is a high school robotics club member,7,16,16
persona::58997,58997,persona,A curious and diligent high school student who is interested in digital media and wants to learn more about fact-checking and verifying information online,yes,100,Persona explicitly describes themselves as a high school student,7,16,16
persona::61862,61862,persona,A high school student who often seeks her grandmother's help for English assignments,yes,100,Persona is explicitly described as a high school student,7,16,16
persona::67158,67158,persona,A bright and motivated indigenous high school student who has aspirations of becoming a community leader,yes,100,Explicitly described as a high school student,7,16,16
persona::70166,70166,persona,A curious high school student who has a strong interest in Spanish art and history,yes,100,Persona explicitly describes themselves as a high school student,7,16,16
persona::72819,72819,persona,A high school student who discovered the MC's music and found solace and inspiration in their impactful lyrics,yes,100,Persona is explicitly described as a high school student,7,16,16
persona::77998,77998,persona,A high school student who is conducting research on the urbanization of Seattle,yes,100,Persona explicitly describes themselves as a high school student,7,16,16
persona::80562,80562,persona,A high school senior interested in pursuing a career in neuroscience,yes,100,Persona is explicitly described as a high school senior,7,16,16
persona::83613,83613,persona,A curious high school student preparing for a regional science fair with a project on computer networking,yes,100,Explicitly described as a high school student,7,16,16
persona::85428,85428,persona,A high school student who enjoys indulging in guilty pleasure fast food meals with friends,yes,100,Persona explicitly describes themselves as a high school student,7,16,16
persona::87108,87108,persona,A high school student volunteering to transcribe and organize the veterans' stories for future generations,yes,100,Persona is explicitly described as a high school student,7,16,16
persona::90137,90137,persona,A high school student who works part-time at a popular coffee chain and is considering a career in medicine,yes,100,Persona explicitly describes themselves as a high school student,7,16,16
persona::92093,92093,persona,A creative and resourceful high school student who actively participates in the interdisciplinary projects,yes,100,Persona is explicitly described as a high school student,7,16,16
persona::96235,96235,persona,An high school senior whose parents are both members of the State Employees Association of North Carolina (SEANC).,yes,100,Persona is explicitly described as a high school senior,7,16,16
persona::99545,99545,persona,A high school student with a passion for writing historical fiction based on true events,yes,100,Persona explicitly describes themselves as a high school student,7,16,16
persona::102656,102656,persona,"A current student at Hamilton High School in Hamilton, Michigan, who is active in school events and proud of their school community.",yes,100,currently attending high school,7,16,16
persona::104174,104174,persona,A curious high school student exploring the field of gynecology and seeking mentorship,yes,100,Persona explicitly describes themselves as a high school student,7,16,16
persona::104951,104951,persona,A high school student who is passionate about community service and regularly assists the retired carpenter in organizing woodworking workshops for kids,yes,100,Persona is explicitly described as a high school student,7,16,16
persona::109563,109563,persona,A group of high school students who are passionate about Dungeons & Dragons and regularly host tabletop game nights,yes,100,Explicitly described as high school students,7,16,16
persona::111108,111108,persona,A high school junior with aspirations of becoming a concept artist for video games,yes,100,Persona explicitly describes themselves as a high school junior,7,16,16
persona::124448,124448,persona,A high school student interested in graphic design fascinated by the design of vintage tickets.,yes,100,Persona explicitly describes themselves as a high school student,7,16,16
persona::135425,135425,persona,A high school student who has been inspired by the wellness coordinator and wants to become a nutritionist,yes,100,Persona is explicitly described as a high school student,7,16,16
persona::140249,140249,persona,A high school student in North Dakota writing a report on local political history,yes,100,Persona is explicitly described as a high school student,7,16,16
persona::145236,145236,persona,a student in a Turkish high school who is studying for the history exam,yes,100,Turkish high school student,7,16,16
persona::150209,150209,persona,An American Art Student at New Canaan High School,yes,100,Persona is explicitly described as attending high school,7,16,16
persona::152711,152711,persona,A Cuban high school student studying political science,yes,100,Persona is explicitly described as a high school student,7,16,16
persona::154302,154302,persona,A high school student who is considering experimenting with drugs due to peer pressure,yes,100,Persona is explicitly described as a high school student,7,16,16
persona::156163,156163,persona,"A high school sophomore who attends the workshops, fascinated by the possibilities of technology",yes,100,Persona is explicitly described as a high school sophomore,7,16,16
persona::157580,157580,persona,A dedicated high school student active in art clubs and aiming for a scholarship,yes,100,Persona is explicitly described as a high school student,7,16,16
persona::170057,170057,persona,a nerdy teenager in high school and a massive fan of The Lord of the Rings and Lego.,yes,100,explicitly described as in high school,7,16,16
persona::172777,172777,persona,A politically active high school student advocating for a more inclusive history curriculum,yes,100,Persona is explicitly described as a high school student,7,16,16
persona::181735,181735,persona,A high school student interested in pursuing a career in technology but lacks basic digital skills,yes,100,Persona is explicitly described as a high school student,7,16,16
persona::183675,183675,persona,"A high school friend who is a talented beatmaker, always on the lookout for fresh sounds",yes,100,explicitly described as a high school friend,7,16,16
persona::194461,194461,persona,a gossip-loving high school girl who is infatuated with the world of beauty pageantry,yes,100,explicitly described as a high school girl,7,16,16
persona::197355,197355,persona,A high school senior who has experienced the negative impact of standardized testing on their personal well-being,yes,100,Persona is explicitly described as a high school senior,7,16,16
