idx,persona_text,age,source_config,is_excluded,llm_label,llm_confidence,llm_reason
52227,A high school junior who is more interested in modern technology and social media than historical events,16,persona,False,yes,100,Persona is explicitly described as a high school junior
52691,A rising high school basketball talent with eyes set on a D1 scholarship and subsequent NBA career,16,persona,False,yes,100,Described as a rising high school basketball talent
52707,"A teenage son, who is a high school athlete looking forward to improve his physical performance",16,persona,False,yes,100,Persona is described as a high school athlete
52858,A high school student researching influential engineers for a class project,16,persona,False,yes,100,Explicitly described as a high school student
53426,A high school junior preparing to participate in the National Geographic GeoBee,16,persona,False,yes,100,Persona is explicitly described as a high school junior
53494,A high school student interested in programming who aspires to develop their own compiler one day,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
54830,A high school student who is a big fan of American football and particularly admires Coach Jess Simpson.,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
55404,A high school student aspiring to become an astronaut and eagerly consumes the blogger's content for inspiration,16,persona,False,yes,100,Persona is explicitly described as a high school student
55626,A high school student who has transformed their bedroom into a home gym and shares workout routines with their classmates,16,persona,False,yes,100,Persona is explicitly described as a high school student
56374,"A high school student dealing with anxiety, searching for safe spaces to discuss their feelings",16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
56630,A high school classmate of Parsa who is quite proud of him,16,persona,False,yes,100,explicitly described as a high school classmate
56985,A rebellious teenager who's studying in high school and is known for breaking school rules frequently.,16,persona,False,yes,100,Persona is explicitly described as studying in high school
57121,A curious high school student interested in diverse fields and considering a future in alternative medicine.,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
57287,A high school student who is passionate about history and looks up to academic figures like Stephen Garton,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
57298,A high school robotics club member who relies on the electrical engineer's guidance to construct complex circuits for their robot.,16,persona,False,yes,100,Persona is a high school robotics club member
57791,a South African high school student who admires individuals who challenge the status quo,16,persona,False,yes,100,Persona is explicitly described as a high school student
58019,A tech-savvy high school student who enjoys converting old movies into digital formats,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
58394,"A high school student with a passion for STEM subjects, relying on the librarian's expertise for guidance on technical books",16,persona,False,yes,100,Explicitly described as a high school student
58587,a close high school friend of Barb,16,persona,False,yes,90,described as a high school friend
58793,A high school student who assists with organizing and promoting the sessions,16,persona,False,yes,100,Persona is explicitly described as a high school student
58997,A curious and diligent high school student who is interested in digital media and wants to learn more about fact-checking and verifying information online,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
59022,a high school track and field athlete from France,16,persona,False,yes,100,explicitly described as a high school athlete
59162,A high school teenager preparing for a history competition and interested in understanding the global impact of historical events,16,persona,False,yes,100,Persona is explicitly described as a high school teenager
59291,"A high school student interested in pursuing a career in materials science, seeking guidance on combining physics and chemistry",16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
59401,"A high school student who is fascinated by both math and technology, eagerly participating in the interactive lessons",16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
60195,a high school female rugby player who looks up to Rochelle Tamarua,16,persona,False,yes,100,Persona is explicitly described as a high school student
60241,"A high school student interested in STEM, using her father's drones for her school projects",16,persona,False,yes,100,Explicitly described as a high school student
60345,A younger sibling currently attending Grand Island High School and following in their sibling's footsteps,16,persona,False,yes,100,currently attending high school
60427,"A high school student interested in computer science, seeking guidance on UI design principles",16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
60436,"A high school student interested in both anthropology and computer science, looking for advice on building a career that combines the two fields",16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
60472,a 15-year-old high school student who loves world geography and curious about different cultures,15,persona,False,yes,100,explicitly described as a high school student
60761,A high school student who just got their driver's license and received their first traffic ticket,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
60894,A high school photography club president who greatly admires Gordon Parks,16,persona,False,yes,100,Persona is described as a high school photography club president
60945,A high school student who is curious about military life and seeks to learn about their experiences in the army,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
61299,A young girl in a high school literature class who is tasked with preparing a biographical report on a prominent woman from literary history.,16,persona,False,yes,100,Persona is explicitly described as being in a high school class
61360,A curious high school student exploring different psychological conditions for a class project on mental health awareness.,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
61424,a high school student who generally objects to wearing masks,16,persona,False,yes,100,explicitly described as a high school student
61862,A high school student who often seeks her grandmother's help for English assignments,16,persona,False,yes,100,Persona is explicitly described as a high school student
62011,A high school student who has been disciplined for expressing their political views,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
62088,A high school student who is hesitant to try physical books due to the perceived inconvenience,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
62272,A motivated high school senior planning to major in religious studies and often discusses related topics with their teacher,16,persona,False,yes,100,Persona is explicitly described as a high school senior
62563,"A fellow high school athlete with a similar dream of playing for Mississippi State, creating a competitive yet supportive relationship",16,persona,False,yes,100,Persona is explicitly described as a high school athlete
63268,A gifted high school student with a passion for math and dreams of winning the Fields Medal,16,persona,False,yes,100,Explicitly described as a high school student
63798,a high school classmate of Kojo Bekoe-Sakyi who is also interested in engineering,16,persona,False,yes,100,explicitly described as a high school classmate
63949,A high school student who has experienced the negative effects of crime and wants to share their story to raise awareness,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
64040,A Newcastle Knights fan who is a female rugby player in high school.,16,persona,False,yes,100,Persona is described as a high school student
64112,A high school buddy who loves outdoor adventures and initiatives related to environmental conservation,16,persona,False,yes,100,Persona is explicitly described as a high school buddy
64195,A high school student who wants to improve their grades in algebra and is seeking a study partner,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
64298,an art enthusiast who attends this senior high school,16,persona,False,yes,100,attends senior high school
64347,A high school senior in Pennsylvania with an aspiration to become a materials scientist.,16,persona,False,yes,100,Persona is explicitly described as a high school senior
64760,A high school student who assists with organizing fundraising events for the politician's campaigns,16,persona,False,yes,100,Persona is explicitly described as a high school student
64914,"A high school student engaged in an international baccalaureate program, fluent in three languages",16,persona,False,yes,100,Explicitly described as a high school student
64979,A high school senior with chronic health issues who relies on medication to manage their condition,16,persona,False,yes,100,Persona is explicitly described as a high school senior
65035,"A high school jock known for intimidating others, struggling with their own insecurities",16,persona,False,yes,100,Persona is explicitly described as a high school jock
65315,A high school junior who's adamantly opposed to classical literature.,16,persona,False,yes,100,Persona explicitly describes themselves as a high school junior
65456,A high school student fascinated by Japanese history and looks up to the blogger as a mentor figure,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
65692,A group of high school students who have successfully launched their own businesses and serve as role models for others,16,persona,False,yes,100,Explicitly described as high school students
65697,A popular high school athlete who often dismisses the importance of history and academics in favor of physical accomplishment.,16,persona,False,yes,100,Persona is explicitly described as a high school athlete
65789,a Welsh high school student considering studying medicine,16,persona,False,yes,100,explicitly described as a high school student
66226,A high school student interested in pursuing a career in renewable energy and looks up to the science teacher as a mentor,16,persona,False,yes,100,Persona is explicitly described as a high school student
66416,a female high school student who is part of her school's Volleyball Club,16,persona,False,yes,100,explicitly described as a high school student
66600,A high school senior interested in pursuing a career in chemical engineering,16,persona,False,yes,100,Persona is explicitly described as a high school senior
66801,"A high school student fascinated by robotics, seeking guidance on building automated solar panels",16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
66923,A high school student who looks forward to the gamer's content after finishing homework,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
67031,A high school junior interested in creative writing and European history,16,persona,False,yes,100,Persona explicitly describes themselves as a high school junior
67033,a junior student studying the ProStart program at Fond du Lac High School.,16,persona,False,yes,100,currently attending high school
67035,A local high school student who is passionate about photography and aspires to showcase their work in the art exhibits,16,persona,False,yes,100,Persona is explicitly described as a high school student
67158,A bright and motivated indigenous high school student who has aspirations of becoming a community leader,16,persona,False,yes,100,Explicitly described as a high school student
67268,A sophomore student from South Forsyth High School,16,persona,False,yes,100,Persona is explicitly described as a high school student
67393,A curious high school student with an interest in biology and a family member who suffers from migraines,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
67403,an aspiring pole vaulter in high school,16,persona,False,yes,100,explicitly mentioned as being in high school
67528,"An annoyed high school senior who, despite having interest in current events, prefers reading in a succinct and straightforward style",16,persona,False,yes,100,Persona explicitly describes themselves as a high school senior
67613,A high school student who aspires to become a filmmaker and looks up to the YouTuber's content,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
68053,A high school student who started a theater club at their school to create awareness about social justice,16,persona,False,yes,100,Persona is explicitly described as a high school student
68148,"A high school student aspiring to become a professional programmer, inspired by their favorite eSports gamer",16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
68460,"A high school student with vision impairment, determined to excel in academics and sports despite her condition",16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
68644,"A high schooler who is exploring the intersection of technology and art, aiming to develop an animated web series",16,persona,False,yes,100,Persona explicitly describes themselves as a high schooler
68689,A high school student who is passionate about geography and constantly provides feedback on the app,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
68754,A high school junior enrolled in JROTC with aspirations to attend the Air Force Academy,16,persona,False,yes,100,Persona is explicitly described as a high school junior
68908,A Chinese exchange student who just started attending Seneca Valley High School.,16,persona,False,yes,100,currently attending high school
69057,A high school student with interests in fashion and hopes to start her own clothing line,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
69218,An aspiring young female basketball player in high school who idolizes Sharnee Zoll-Norman,16,persona,False,yes,100,Persona is explicitly described as in high school
69362,A high school robotics club member with a knack for explaining complex ideas simply,16,persona,False,yes,100,Persona is a high school robotics club member
69979,A high school student torn between choosing a career in English literature or mathematics,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
70166,A curious high school student who has a strong interest in Spanish art and history,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
70426,A trendy and fashion-forward high school student who spends their weekends exploring music festivals,16,persona,False,yes,100,Persona is explicitly described as a high school student
70455,A high school student who relies on the non-profit organization's free internet access to complete their school assignments,16,persona,False,yes,100,Explicitly described as a high school student
71127,a bored high school student who loves to daydream,16,persona,False,yes,100,explicitly described as a high school student
71532,A high school student interested in machine learning and looking for tips to get started with neural networks,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
71674,A nationally ranked high school baseball player who dedicates equal time to his studies and sports training,16,persona,False,yes,100,nationally ranked high school baseball player
71953,"I am a high school student living in Nuis, the Netherlands.",16,persona,False,yes,100,Persona explicitly states they are a high school student
72019,A high school student and part-time sports commentator who has never liked Cobra Sports.,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
72045,A high school student looking for books that reflect their own experiences and struggles,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
72261,a 15-year-old high school student who loves anime more than anything else,15,persona,False,yes,100,explicitly described as a high school student
72336,I am a Japanese high school student who aspires to become a professional soccer player.,16,persona,False,yes,100,Persona explicitly states they are a high school student
72682,"A high school student interested in cybersecurity, seeking advice from the Python programmer",16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
72819,A high school student who discovered the MC's music and found solace and inspiration in their impactful lyrics,16,persona,False,yes,100,Persona is explicitly described as a high school student
73352,A high school freshman interested in participating in varsity athletics,16,persona,False,yes,100,Persona explicitly describes themselves as a high school freshman
73512,A curious high school physics student who just learned about basic symmetries,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
73536,A high schooler who loves to make puns,16,persona,False,yes,100,Persona explicitly describes themselves as a high schooler
73698,A local high school student passionate about media production and analysis,16,persona,False,yes,100,Persona is explicitly described as a high school student
73767,A high school track athlete who has practiced at the New Armory before,16,persona,False,yes,100,Described as a high school track athlete
73920,"An ambitious high schooler interested in both physics and biology, seeking guidance on potential career paths",16,persona,False,yes,100,Persona explicitly describes themselves as a high schooler
74491,a young woman who will graduate in 2023 from Coronado High School,16,persona,False,yes,100,currently attending high school with a specified graduation year
74523,A curious high school student who started a history vlog inspired by conversations with their grandparent,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
75392,A high school debate team captain determined to win the state championship,16,persona,False,yes,100,Persona is explicitly described as a high school student
75569,a high school student obsessed with neat handwriting.,16,persona,False,yes,100,explicitly described as a high school student
75605,A high schooler who benefits from the designer's user-friendly interfaces while using educational apps,16,persona,False,yes,100,Persona is explicitly described as a high schooler
75686,A high school junior who is quarterback of Harper Creek football team,16,persona,False,yes,100,Persona is explicitly described as a high school junior
75843,A high school debater who uses scientific arguments to bolster their points,16,persona,False,yes,100,Persona is explicitly described as a high school debater
76212,A high school student passionate about understanding the causes and consequences of World War II,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
76291,A high school student always curious about the technology used in the library's digitized system,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
76373,A high school student using the YouTube channel as a supplemental resource to improve their math skills,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
76490,A high school lobbied in local government for better recycling policies in their school district,16,persona,False,yes,100,Persona is described as a high school student actively participating in their school district
76497,A Canadian high school senior who is being forced to learn politics and not happy about it.,16,persona,False,yes,100,Explicitly described as a high school senior
76499,a high school girl from Hong Kong,16,persona,False,yes,100,explicitly described as a high school student
76553,A high school student who took up an interest in historical reenactment after being inspired by their parents' love for history,16,persona,False,yes,100,Persona is explicitly described as a high school student
76699,A basketball player from La Cañada High School who strives to outperform their sibling in every game,16,persona,False,yes,100,Persona is described as being from La Cañada High School
77041,A high school student leading a student-run organization promoting gender equality in schools,16,persona,False,yes,100,Persona is explicitly described as a high school student
77179,A high school student who is passionate about fantasy novels and is seeking recommendations for a new series,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
77336,A fellow high school student who shares the same passion for storytelling and interviews local community members,16,persona,False,yes,100,Persona is explicitly described as a high school student
77368,A high school student interested in computer science and eager to learn about image recognition techniques,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
77648,An openly gay high school student striving to create a safe and accepting environment in their school community,16,persona,False,yes,100,Persona is explicitly described as a high school student
77753,A high school student who is passionate about learning and seeks guidance on how to effectively study and optimize their brain's potential,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
77998,A high school student who is conducting research on the urbanization of Seattle,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
78016,A high school student from Ukraine with a strong interest in World War II history.,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
78225,A high school senior debating between a career in law to fight social injustices or a path in journalism to report them,16,persona,False,yes,100,Persona is described as a high school senior
78245,A high school senior who is heavily involved in football and has received an offer to play for SMU Mustangs in 2023.,16,persona,False,yes,100,Persona is described as a high school senior
78311,A high school student in Terry High School who's been fascinated by choir music since childhood.,16,persona,False,yes,100,Explicitly described as a high school student
78363,"A high school student interested in pursuing a career in game development, seeking guidance on the necessary educational path",16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
78884,A curious high school student who is fascinated by World War II aviation and seeks the teacher's expertise,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
78999,A high school student aspiring to study in the field of medicine and technology.,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
79480,A high school student interested in learning about the history and evolution of local factories,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
79531,a high school music student studying for a test in Music Appreciation class,16,persona,False,yes,100,Persona is explicitly described as a high school student
79595,a high school classmate of Zack,16,persona,False,yes,100,explicitly described as a high school classmate
79700,"A high school student, good with his hands and considering following in his father's career path",16,persona,False,yes,100,Explicitly described as a high school student
79950,A high school junior who excels in science and has a fierce interest in climate activism,16,persona,False,yes,100,Persona is explicitly described as a high school junior
79977,A high school student who has a knack for making analogies and metaphors.,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
80022,A high school student struggling with psychology who turns to the psychology student for help,16,persona,False,yes,100,Persona is explicitly described as a high school student
80132,A high school quarterback who aspires to be as successful as Cam Newton,16,persona,False,yes,100,Persona is explicitly described as a high school quarterback
80295,A high school junior and debate team captain who advocates for mental health awareness,16,persona,False,yes,100,Persona explicitly describes themselves as a high school junior
80562,A high school senior interested in pursuing a career in neuroscience,16,persona,False,yes,100,Persona is explicitly described as a high school senior
80716,"A high school student with dreams of becoming a fashion designer, who admires the pop star's style",16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
80886,A high school student who experiences the effects of racism firsthand and provides valuable insight to the sociologist,16,persona,False,yes,100,Persona is explicitly described as a high school student
80944,A high school student trying to build her self-confidence and physical strength,16,persona,False,yes,100,Explicitly described as a high school student
81254,a high school student who's not very serious about his grades and dislikes excel.,16,persona,False,yes,100,persona explicitly describes themselves as a high school student
81672,An idealistic high school student who aspires to end violence in their school through peer mediation programs,16,persona,False,yes,100,Persona is explicitly described as a high school student
81719,"A politically engaged high school student in Wallingford, Connecticut.",16,persona,False,yes,100,Persona is explicitly described as a high school student
81827,A high school student with a deep knowledge of indie games and a passion for the cyberpunk genre,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
82083,A high school student who admires strong women role models and looks up to fellow Latinas.,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
82189,a high school student who has a crush on Malik Yoba,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
82211,A high school valedictorian balancing his study routine with his passion for robotics,16,persona,False,yes,100,Persona is described as a high school valedictorian
82437,A shy high schooler discovering their artistic talent and interest in graphic novels,16,persona,False,yes,100,Persona explicitly describes themselves as a high schooler
82540,A high school student who wants to become an engineer and discusses new discoveries at school during dinner,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
83200,A high school student who aspires to become a board game designer and looks up to the vlogger for inspiration,16,persona,False,yes,100,Persona is explicitly described as a high school student
83613,A curious high school student preparing for a regional science fair with a project on computer networking,16,persona,False,yes,100,Explicitly described as a high school student
83618,A high school student who benefits from the improved search functionality for studying purposes,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
83888,A high school classmate of Olivier Léveillé who had the same passion for cross-country skiing but never made it professionally on the track.,16,persona,False,yes,100,Described as a high school classmate
84367,A high school student who inherited a collection of vinyl records and seeks advice on building their music library,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
84597,A high school student who used to hate Shakespeare but now finds joy and meaning in his works thanks to their educator's innovative teaching approach,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
84953,A high school student seeking book recommendations to improve their vocabulary and comprehension,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
85051,A high schooler deeply interested in the history and effects of nuclear weapons,16,persona,False,yes,100,Persona explicitly describes themselves as a 'high schooler'
85196,A high school student who relies on online education due to health concerns and seeks tips on staying motivated,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
85428,A high school student who enjoys indulging in guilty pleasure fast food meals with friends,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
85477,A curious high school Latin student,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
85782,"An ambitious high school student who excels in math and science, drawing inspiration from her successful older sibling",16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
85807,A high school student who finds inspiration in the complex characters and storylines of '90s teen dramas,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
85962,a high school student in West Virginia who is passionate about STEM,16,persona,False,yes,100,explicitly described as a high school student
86030,"A high school student in Oshawa who is a big fan of hockey, particularly the Oshawa Generals, and closely follows the World Junior Hockey Championships",16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
86886,A high school student who uses fanfiction writing as a medium to cope with her social anxiety,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
86979,"A high school valedictorian with aspirations of becoming a software engineer, yet enjoys discussing Shakespeare",16,persona,False,yes,100,Persona is described as a high school valedictorian
87034,"A talented high school student, praised for her surrealistic paintings, dreaming of attending a reputed art academy",16,persona,False,yes,100,Explicitly described as a high school student
87108,A high school student volunteering to transcribe and organize the veterans' stories for future generations,16,persona,False,yes,100,Persona is explicitly described as a high school student
87823,A high school student who is curious about anime but has never watched any before,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
88897,a Macedonian high school student who's enthusiastic about technology,16,persona,False,yes,100,explicitly described as a high school student
88957,A high school senior who is undecided about their future career and seeks guidance from the teacher,16,persona,False,yes,100,Persona is explicitly described as a high school senior
89004,A high school student passionate about genetics and seeking guidance on pursuing a career in bioinformatics,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
89100,a curious high school biology student who likes to share fascinating facts about mimetic species.,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
89106,A high school student inspired by her science communication efforts and dreams of becoming an astrophysicist,16,persona,False,yes,100,Explicitly described as a high school student
89161,A high school student who is very passionate about educational advocacy and looks up to teachers like Juliana Urtubey,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
89524,A high school valedictorian exploring the intersection of technology and natural sciences,16,persona,False,yes,100,Persona is explicitly described as a high school valedictorian
89536,A high school football player struggling with science classes but eager to understand the scientific principles behind his favorite sport,16,persona,False,yes,100,Persona is explicitly described as a high school football player
89539,"I am a curious high school student with a keen interest in computational models, theories of cognition, and machine learning, though my expertise is not yet at the level of professionals in the field.",16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
89545,A high school student looking for affordable online resources to supplement their education,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
89672,A high school student aiming to improve their scores on standardized tests,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
90137,A high school student who works part-time at a popular coffee chain and is considering a career in medicine,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
90720,A high school student who is inspired by the advocate's work and starts their own open-source project for educational purposes,16,persona,False,yes,100,Persona is explicitly described as a high school student
90778,A high school senior in China who is zealously interested in studying history for its own merit and is not politically ambitious.,16,persona,False,yes,100,Persona is explicitly described as a high school senior
91574,A high school senior passionate about environmental conservation and seeking advice on applying to environmental science programs,16,persona,False,yes,100,Persona is described as a high school senior
91760,A high school student who is passionate about sleep research and student advocacy.,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
92093,A creative and resourceful high school student who actively participates in the interdisciplinary projects,16,persona,False,yes,100,Persona is explicitly described as a high school student
92539,A curious high school student who seeks out their advice for their mock trial club,16,persona,False,yes,100,Persona is explicitly described as a high school student
92563,A high school student shadowing the researcher to gain hands-on experience in the field of pharmaceutical research,16,persona,False,yes,100,Persona is explicitly described as a high school student
92613,A high school junior who thrives in creative writing and has won several young authors' awards,16,persona,False,yes,100,Persona is explicitly described as a high school junior
92985,A 17-year-old female high schooler who doesn't like violent aspects in video games.,17,persona,False,yes,100,Persona is explicitly described as a 17-year-old high schooler
93854,an excited Madison High School student-athlete who plays football,16,persona,False,yes,100,explicitly described as a high school student
93883,"I am a high school student who is greatly inspired by historical figures, particularly pioneering women in medicine.",16,persona,False,yes,100,Persona explicitly states they are a high school student
94021,"A curious high school biology student, prepping for a Science Olympiad competition",16,persona,False,yes,100,Explicitly described as a high school student
94305,A high school student interested in learning the art of bike restoration,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
94523,A high school student who assists with farm operations while dreaming of a career beyond agriculture,16,persona,False,yes,100,Persona is explicitly described as a high school student
94529,a Mexican high school student attending a public school,16,persona,False,yes,100,explicitly described as a high school student
95038,A high school sophomore navigating the challenges of adolescence and seeking emotional support,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
95833,A graduating high school senior who wants professional senior portraits to commemorate their milestone,16,persona,False,yes,100,Explicitly described as a high school senior
95861,A high school student interested in engineering who shadowed the senior engineer for a day to learn more about the profession,16,persona,False,yes,100,Persona is explicitly described as a high school student
96088,"A high school student struggling with advanced algebra, seeking guidance through the blog",16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
96235,An high school senior whose parents are both members of the State Employees Association of North Carolina (SEANC).,16,persona,False,yes,100,Persona is explicitly described as a high school senior
96602,"A high school student with an interest in computer science, looking to their older sibling for advice on learning Java",16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
96879,A high school senior who brings the teacher a cup of coffee every morning as a token of appreciation,16,persona,False,yes,100,Persona is explicitly described as a high school senior
97203,"A high school student interested in pursuing a career in information theory, seeking guidance and advice",16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
97293,A high school student researching the cultural impact of the 1960s and 1970s for a history project,16,persona,False,yes,100,Persona is explicitly described as a high school student
97359,A cooperative teenager who assists with household chores while focusing on his own high school workload,16,persona,False,yes,100,Persona is described as focusing on their own high school workload
97903,A high school student who was inspired to take a defensive driving course after watching the content creator's videos,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
98277,A high school senior interested in the psychology of learning and technology's influence on their academic performance,16,persona,False,yes,100,Persona is explicitly described as a high school senior
98316,A high school student who is interested in local history and spends their free time helping with archiving tasks,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
98584,A high school senior with dreams of going to a prestigious art school but unsure of the financial practicality,16,persona,False,yes,100,Persona is explicitly described as a high school senior
98655,An older high school student who's won the local astronomy quiz competition twice in a row,16,persona,False,yes,100,Described as a high school student
98723,A star high school quarterback who admires the child prodigy's dedication to excellence,16,persona,False,yes,100,Described as a high school quarterback
98972,A high school student from a different state who seeks remote SAT and ACT tutoring,16,persona,False,yes,100,Explicitly described as a high school student
99085,an ambitious high school girl who aspires to become a successful woman like Cathy Justice,16,persona,False,yes,100,explicitly described as a high school girl
99259,A high school sophomore who plays on the varsity basketball team and is passionate about literature,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
99278,A high school student with a learning disability who looks up to their special education teacher as a role model,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
99499,"I am an inspired high school student with a passion for environmental activism, enamored with the achievements of conservationists like Ted Howard.",16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
99537,A high school student with dreams of attending The Citadel and seeks advice from the retiree on how to prepare for the rigorous lifestyle,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
99545,A high school student with a passion for writing historical fiction based on true events,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
99732,A high school student interested in entomology who assists the lab technician with insect collection and documentation,16,persona,False,yes,100,Persona is explicitly described as a high school student
99904,A high school biology student preparing for a microbiology test,16,persona,False,yes,100,explicitly described as a high school student
100154,a high school friend who didn't know her sexual orientation,16,persona,False,yes,90,explicitly mentioned as a high school friend
100394,A high school student in the UK who has never tried camping,16,persona,False,yes,100,explicitly described as a high school student
101092,A high school student passionate about rocketry and president of the school's model rocket club,16,persona,False,yes,100,Persona is explicitly described as a high school student
101167,A curious high school student who actively seeks out books and documentaries about African history outside of the classroom,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
101297,A high school athlete who finds motivation and inspiration from the radio host's sports coverage,16,persona,False,yes,100,Persona is explicitly described as a high school athlete
101373,An ambitious high school student in Beijing who is interested in studying abroad in the UK but is not sure about which subject to major in.,16,persona,False,yes,100,Persona is explicitly described as a high school student
101473,"A high school student in UK, who is passionate about pursuing higher education in Biochemistry.",16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
101526,"A high school senior considering a career in environmental science, looking to understand the chemical makeup of pollutants",16,persona,False,yes,100,Persona is explicitly described as a high school senior
102305,A high school soccer star who respects their friend's dedication to ballet but knows very little about dance,16,persona,False,yes,100,Persona is explicitly described as a high school student
102541,"I'm a curious high school student passionate about art and history, and I'm currently working on a project about Danish Golden Age paintings.",16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
102656,"A current student at Hamilton High School in Hamilton, Michigan, who is active in school events and proud of their school community.",16,persona,False,yes,100,currently attending high school
103152,A high school student from Zambia interested in agriculture and nutrition.,16,persona,False,yes,100,Persona is explicitly described as a high school student
103176,A young climate change activist who organized the first youth climate strike in their high school,16,persona,False,yes,100,organizing a climate strike in their high school implies current attendance
103204,A high school student struggling with expressing their ideas clearly in writing,16,persona,False,yes,100,Persona explicitly describes themselves as a high school student
103287,An honor roll high school student who aspires to be a software engineer and always helps around the house,16,persona,False,yes,100,Persona is explicitly described as a high school student
103657,An astronomy club president at a local high school,16,persona,False,yes,100,Persona is described as at a local high school
103909,A struggling high school student who is grateful for the educator's patience and guidance,16,persona,False,yes,100,Explicitly describes themselves as a high school student
