idx,regime,persona_text,subject,relation,object,num_triplets,num_unique_triplets,num_unique_subjects,num_unique_objects,num_unique_concepts,num_unique_relations,triplet_repetition_ratio,persona_num_tokens,triplets_per_100_tokens,sentiment_score,lexical_ttr,lexical_avg_word_len,graph_num_nodes,graph_num_edges,graph_avg_degree,graph_density,graph_num_components,graph_largest_component_size,graph_largest_component_ratio
9,highschool,A high school student who is part of a military family and attends the local school,princess; knight; knight; young; dragon; princess; princess,marries; is_thankful_to; fights_for; describes; kidnaps; thankful; is_thankful_to,knight; princess; death; knight; princess; knight; knight,7,7,4,3,5,6,0.0,16,43.75,0.0,0.875,4.25,5,7,1.6,0.7,1,5,1.0
9,highschool,A high school student who wants to become an engineer and discusses new discoveries at school during dinner,knight; princess; princess; dragon; knight,is_thanked_by; is_thankful_to; married; is_unfamiliar_with; wants_to_free,princess; knight; knight; country; princess,5,5,3,3,4,5,0.0,18,27.77777777777778,0.0,0.9444444444444444,5.0,4,5,1.0,0.8333333333333334,2,2,0.5
9,highschool,A struggling high school student who finally experiences a breakthrough in their understanding of calculus,princess; beautiful; knight; princess; knight,is; describes; fought_for; married; is,thankful; princess; death; knight; thankful,5,5,3,4,5,4,0.0,15,33.33333333333333,0.0,0.9333333333333333,6.133333333333334,5,5,2.0,0.5,1,5,1.0
9,highschool,I am a curious high school student from Hungary who enjoys researching my country's notable figures and sharing fun facts with my friends.,princess; princess; knight; knight; knight; princess,is; marries; is_thankful; rides; fights; is thankful to,thankful; knight; princess; horse; dragon; knight,6,6,2,5,5,6,0.0,23,26.08695652173913,0.0,0.9583333333333334,4.75,5,6,1.6,0.6,1,5,1.0
10,highschool,A curious high school sophomore keen on using geographic knowledge to start an ecotourism business,knight; princess; knight; princess; knight,is_thankful_to; marries; marries; is_thankful_to; is_in_conflict_with,princess; knight; princess; knight; dragon,5,5,2,3,3,3,0.0,15,33.33333333333333,0.0,1.0,5.6,3,5,1.3333333333333333,1.6666666666666667,1,3,1.0
10,highschool,A high school senior who helps the younger brother prepare for the challenges of high school,princess; knight; armor; knight; knight; princess; knight,marries; is_thankful_to; is_scorned_by; is; wears; is_thankful_to; is_married_to,knight; princess; knight; hero; armor; knight; princess,7,7,3,4,4,6,0.0,16,43.75,0.0,0.8125,4.8125,4,7,1.5,1.1666666666666667,1,4,1.0
10,highschool,"A high school student interested in STEM, using her father's drones for her school projects",young; knight; knight; thankful; princess; princess; knight,describes; fought_for; wants_to_free; describes; was_thankful_to; married; was_responsible_for,knight; life; princess; princess; knight; knight; princesss_freed,7,7,4,4,6,6,0.0,15,46.666666666666664,0.0,0.875,4.6875,6,7,1.6666666666666667,0.4666666666666667,1,6,1.0
10,highschool,a bored high school student who is forced to do his English assignments.,princess; knight; armor; armor; knight; princess,marries; is_married_to; completely_scorned; is_scorned_by; is_thanked_by; is_thankful_to,knight; princess; unfamiliar; fire; princess; knight,6,6,3,4,5,6,0.0,13,46.15384615384615,0.0,1.0,4.538461538461538,5,6,1.2,0.6,2,3,0.6
10,highschool,an Austrian high school student who struggles with language courses,princess; princess; armor,marries; is_thankful_to; scorched,knight; knight; scorching,3,3,2,2,4,3,0.0,10,30.0,0.0,1.0,5.8,4,3,1.0,0.5,2,2,0.5
11,highschool,A high school student fascinated by artificial intelligence and eager to follow in their grandparent's footsteps,princess; young knight; princess,marries; rides through; is_thankful_to,knight; forest; knight,3,3,2,2,4,3,0.0,16,18.75,0.0,1.0,5.647058823529412,4,3,1.0,0.5,2,2,0.5
11,highschool,"A high school student interested in computer science, seeking guidance on UI design principles",dragon; knight; princess; princess,fights_for; rescues; marries; is_thankful_to,life; princess; knight; knight,4,4,3,3,4,4,0.0,14,28.57142857142857,0.0,1.0,5.714285714285714,4,4,1.0,0.6666666666666666,2,2,0.5
11,highschool,A high school student struggling with English literature and aspiring to cover the content gap,knight; princess; knight; princess,is_involved_in; marries; is_thankful_by; is_thankful_to,knight_vs_dragon_fight; knight; princess; knight,4,4,2,3,3,4,0.0,15,26.666666666666668,0.0,1.0,5.333333333333333,3,4,1.3333333333333333,1.3333333333333333,1,3,1.0
11,highschool,A high school student who actively participates in the workshops and shows potential for becoming a future legal advocate,princess; knight; knight; princess,marries; is_responsible_for; hurries_after; is_thankful_to,knight; princess; dragon; knight,4,4,2,3,3,4,0.0,19,21.052631578947366,0.0,0.9473684210526315,5.421052631578948,3,4,1.3333333333333333,1.3333333333333333,1,3,1.0
11,highschool,A sports-loving high schooler who knows nothing about music and historical events.,young knight; young knight; princess; princess,rides; travels_through; was_thankful_to; married,horse; forest; knight; knight,4,4,2,3,5,4,0.0,12,33.33333333333333,0.0,1.0,5.3076923076923075,5,4,1.2,0.4,2,3,0.6
12,highschool,"A high school student interested in both anthropology and computer science, looking for advice on building a career that combines the two fields",knight; death; knight; knight; princess; princess; princess,rescues; is_at_stake_in; is; is_in_danger_due_to; thankful; marries; is_thankful_to,princess; knight_vs_dragon_battle; young; armor_damage; knight; knight; knight,7,7,3,5,6,7,0.0,23,30.434782608695656,0.0,0.9565217391304348,5.260869565217392,6,7,1.3333333333333333,0.4666666666666667,2,4,0.6666666666666666
12,highschool,A high school student learning about the structure of local government,princess; knight; dragon; princess,marries; rescues; fights_for; is_thankful_to,knight; princess; life; knight,4,4,3,3,4,4,0.0,11,36.36363636363637,0.0,1.0,5.454545454545454,4,4,1.0,0.6666666666666666,2,2,0.5
12,highschool,A high school student seeking book recommendations to improve their vocabulary and comprehension,heat; knight; princess; knight; princess,causes; is; is; is; marries,scorching; unfamiliar; thankful; thankful; knight,5,5,3,4,6,3,0.0,13,38.46153846153847,0.0,1.0,6.461538461538462,6,5,1.6666666666666667,0.3333333333333333,2,4,0.6666666666666666
12,highschool,A high school student who's just suffered a sports injury and is anxious about it,knight; princess; princess; princess; princess; young knight,is; was thankful to; was; is; married; rides through,thankful; knight; thankful; beautiful; knight; forest,6,6,3,4,6,5,0.0,15,40.0,-0.0625,0.9375,4.125,6,6,1.6666666666666667,0.4,2,4,0.6666666666666666
12,highschool,A high school student with a learning disability who has faced discrimination in the classroom,knight; dragon; princess; princess; princess; princess,rode_through; rode_through; is; is; married; is_thankful_to,forest; forest; beautiful; thankful; knight; knight,6,6,3,4,6,4,0.0,15,40.0,0.0,0.9333333333333333,5.333333333333333,6,6,1.6666666666666667,0.4,1,6,1.0
12,highschool,a Hawaiian high school student who loves to read about influential figures from his region,young; knight; princess; princess,describes; fought_for; was_thankful_to; married,knight; death; knight; knight,4,4,3,2,4,4,0.0,15,26.666666666666668,0.0,1.0,5.066666666666666,4,4,1.5,0.6666666666666666,1,4,1.0
12,highschool,a current high school student who struggles understanding older movie references,princess; young knight; knight; dragon; princess; knight; princess,married; travels on; fights_with; is_fought_by; is; married; is_thankful_to,knight; forest path; dragon; knight; thankful; princess; knight,7,7,4,5,6,6,0.0,11,63.63636363636363,0.0,1.0,6.363636363636363,6,7,1.3333333333333333,0.4666666666666667,2,4,0.6666666666666666
13,highschool,"A high school student from Montevideo, Uruguay, who has been dreaming of becoming a racing driver.",princess; princess; dragon; dragon; princess; knight,marries; thankful; appears_in; fights_for; is_thankful_to; is_married_to,knight; knight; forest; death; knight; princess,6,6,3,4,5,6,0.0,16,37.5,0.0,0.9375,5.0,5,6,1.2,0.6,2,3,0.6
13,highschool,A high school student struggling with remote learning and in need of extra support and guidance,princess; knight; princess; princess,married; is_facing; was; was_thankful_to,knight; dragon; thankful; knight,4,4,2,3,4,4,0.0,16,25.0,0.0,0.9375,5.0,4,4,1.5,0.6666666666666666,1,4,1.0
13,highschool,A high school student who assists with the production of the gardening show and aspires to become a horticulturalist,princess; knight; princess; knight; knight; princess; young; knight; knight; knight,thankful; is_thankful_to; marries; fights_for; rides_through; is_thankful_to; describes; is_unfamiliar_with; is_married_to; thankful,knight; princess; knight; life; forest; knight; knight; country; princess; princess,10,10,3,5,6,8,0.0,19,52.63157894736842,0.0,0.8947368421052632,5.157894736842105,6,10,1.6666666666666667,0.6666666666666666,1,6,1.0
13,highschool,A high school student who is curious about military life and seeks to learn about their experiences in the army,knight; knight; knight; knight; princess; princess; princess,unfamiliar; defeats; rescues; fights_for; marries; is; is,dragon; dragon; princess; life; knight; beautiful; thankful,7,7,2,6,6,6,0.0,20,35.0,0.0,0.95,4.6,6,7,1.6666666666666667,0.4666666666666667,1,6,1.0
13,highschool,A high school student who relies on online education due to health concerns and seeks tips on staying motivated,knight; armor; princess; knight; princess; knight,killed; was_scorched_by; was; was; married; fought_for,dragon; knight; thankful; thankful; knight; life,6,6,3,4,6,5,0.0,19,31.57894736842105,0.0,0.9473684210526315,4.894736842105263,6,6,2.0,0.4,1,6,1.0
13,highschool,"An ambitious high school student with diverse interests, developing strong leadership skills by actively participating in different clubs and societies",princess; princess; knight; princess; knight; young knight; knight; knight,feels_grateful_towards; marries; marries; is_thankful_to; fights_with; rides through; wants_to_marry; is_respected_by,knight; knight; princess; knight; dragon; forest; princess; princess,8,8,3,4,5,7,0.0,20,40.0,0.0,1.0,6.55,5,8,1.2,0.8,2,3,0.6
13,highschool,a Hungarian high school student who dreams to be a bird artist,princess; heroism; armor; dragon; knight; knight; knight; princess,marries; is_exemplified_by; is_scorched_by; appears; is_thankful_to; marries; is_brave; is_thankful_to,knight; knight; dragon; country; princess; princess; princess; knight,8,8,5,4,6,6,0.0,12,66.66666666666666,0.0,0.9166666666666666,4.25,6,8,1.3333333333333333,0.5333333333333333,2,3,0.5
14,highschool,A curious high school student exploring different psychological conditions for a class project on mental health awareness.,armor; princess; princess; princess; knight,scorched; is thankful to; is married to; is; is,true; knight; knight; thankful; thankful,5,5,3,3,5,4,0.0,17,29.411764705882355,0.0,0.9411764705882353,6.176470588235294,5,5,1.6,0.5,2,3,0.6
14,highschool,A curious high schooler conducting a research project on biodegradation,princess; knight; horse; knight; princess,marries; is_thankful_to; is_ridden_by; has_armor_that_is; is_thankful_to,knight; princess; knight; scorched_armor; knight,5,5,3,3,4,4,0.0,10,50.0,0.0,0.9,6.2,4,5,1.5,0.8333333333333334,1,4,1.0
14,highschool,A high school student interested in pursuing a career in social work and looks up to the retired social worker as a role model,princess; princess; knight; knight; princess,thankful; marries; frees; rides_through; is_thankful_to,knight; knight; princess; forest; knight,5,5,2,3,3,5,0.0,24,20.833333333333336,0.0,0.8333333333333334,4.291666666666667,3,5,1.3333333333333333,1.6666666666666667,1,3,1.0
14,highschool,A high school student struggling with the complexities of a long-distance relationship,princess; princess; dragon; dragon; knight; princess,marries; is_thankful_to; kidnaps; appears_in; is_responsible_for; feels_gratitude_toward,knight; knight; princess; forest; princess; knight,6,6,3,3,4,6,0.0,12,50.0,0.0,0.9230769230769231,5.6923076923076925,4,6,1.5,1.0,1,4,1.0
14,highschool,A high school student struggling with understanding Newton's laws of motion,scorching; princess; princess,is; marries; is,completely_scoured; knight; thankful,3,3,2,3,5,2,0.0,11,27.27272727272727,0.0,1.0,5.333333333333333,5,3,1.2,0.3,2,3,0.6
14,highschool,A high school student who enjoys indulging in guilty pleasure fast food meals with friends,princess; knight; knight; dragon; princess,is_thankful_to; is_married_to; wants_to_marry; kidnaps; marries,knight; princess; princess; princess; knight,5,5,3,2,3,5,0.0,15,33.33333333333333,-0.06666666666666667,1.0,5.066666666666666,3,5,1.3333333333333333,1.6666666666666667,1,3,1.0
14,highschool,"a high school student in Manchester, New Hampshire interested in law as a career",princess; princess; death; princess,is; is; is_at_stake_in; married,beautiful; thankful; knight_vs_dragon; knight,4,4,2,4,6,3,0.0,14,28.57142857142857,0.0,0.8571428571428571,4.714285714285714,6,4,1.3333333333333333,0.26666666666666666,2,4,0.6666666666666666
15,highschool,A British high school student studying for a history project.,princess; princess; armor,marries; is_thankful_to; is_burned_by,knight; knight; dragon,3,3,2,2,4,3,0.0,10,30.0,0.0,0.9,5.1,4,3,1.0,0.5,2,2,0.5
15,highschool,A high school student actively involved in community volunteering and aspiring to go into law enforcement,princess; knight; knight; knight; knight; young; princess; princess; knight,marries; marries; is_thankful_for; rides_through; rescues; describes; thanks; is_thankful_to; brave,knight; princess; princess; forest; princess; knight; knight; knight; princess,9,9,3,3,4,8,0.0,16,56.25,0.0,1.0,5.625,4,9,1.5,1.5,1,4,1.0
15,highschool,A high school student starting to face the challenges of peer influence,young knight; young knight; princess; princess; knight,has; is; married; was; was,horse; knight; knight; thankful; thankful,5,5,3,3,5,4,0.0,12,41.66666666666667,0.0,1.0,5.0,5,5,2.0,0.5,1,5,1.0
15,highschool,A high school student who often seeks her grandmother's help for English assignments,life; princess; princess,opposite_of; marries; is_thankful_to,death; knight; knight,3,3,2,2,4,3,0.0,13,23.076923076923077,0.0,1.0,5.071428571428571,4,3,1.0,0.5,2,2,0.5
15,highschool,A high school student with a passion for history and interested in the topic of US Army and Indian Wars.,knight; princess; princess; princess,is; is; is; married,thankful; beautiful; thankful; knight,4,4,2,3,4,2,0.0,20,20.0,0.0,0.9,4.2,4,4,2.0,0.6666666666666666,1,4,1.0
15,highschool,A regular high school student who never had to use any subscription-based study aid before,princess; knight; princess,marries; fights_for; is,knight; life; thankful,3,3,2,3,4,3,0.0,15,20.0,0.0,1.0,4.6875,4,3,1.5,0.5,1,4,1.0
15,highschool,"An ambitious high school student who excels in math and science, drawing inspiration from her successful older sibling",knight; princess; princess; knight; princess; knight; princess,has_armor; is_thankful; is_thankful_to; is_married_to; is; wants_to_free; marries,armor; thankful; knight; princess; beautiful; princess; knight,7,7,2,5,5,7,0.0,18,38.88888888888889,0.0,1.0,5.555555555555555,5,7,1.6,0.7,1,5,1.0
16,highschool,A curious high school student who recently took up an interest in virology and is learning about the coronavirus for a school project.,dragon; princess; thankful; princess; dragon; knight; knight,appears; marries; describes; is_thankful_to; appears; is; is_thanked_by,knight; knight; princess; knight; forest; unfamiliar; princess,7,7,4,4,6,6,0.0,23,30.434782608695656,0.0,0.9130434782608695,4.826086956521739,6,7,1.6666666666666667,0.4666666666666667,1,6,1.0
16,highschool,A high school student facing discrimination based on their religious beliefs in a religiously-affiliated school,knight; princess; unfamiliar; knight; dragon; princess; princess,is; marries; describes; is; kidnapping; is; is thankful to,thankful; knight; knight; unfamiliar; princess; thankful; knight,7,7,4,4,5,5,0.0,15,46.666666666666664,0.0,0.875,6.0,5,7,2.0,0.7,1,5,1.0
16,highschool,A high school student seeking guidance on career paths in the field of mental health,princess; dragon; dragon; princess; princess; knight,married; appears; kidnapping; was thankful to; was; was,knight; country; princess; knight; thankful; thankful,6,6,3,4,5,5,0.0,15,40.0,0.0,1.0,4.666666666666667,5,6,2.0,0.6,1,5,1.0
16,highschool,A high school student who finds inspiration in the complex characters and storylines of '90s teen dramas,dragon; princess; knight; princess; princess; knight; princess; knight,appears; is_thankful_to; saves; is; is; wants_to_free; marries; marries,forest; knight; princess; thankful; beautiful; princess; knight; princess,8,8,3,5,6,6,0.0,17,47.05882352941176,0.0,1.0,5.117647058823529,6,8,1.3333333333333333,0.5333333333333333,2,4,0.6666666666666666
16,highschool,A high school student who finds the animated videos helpful in understanding economic concepts for their exams,princess; dragon; unfamiliar; knight; knight; knight; princess,married; is; describes; unfamiliar; is_thankful_to; married; is_thankful_to,knight; young; knight; princess; princess; princess; knight,7,7,4,3,5,5,0.0,17,41.17647058823529,0.0,1.0,5.529411764705882,5,7,1.2,0.7,2,3,0.6
16,highschool,A high school student who has been disciplined for expressing their political views,dragon; knight; dragon; knight; princess; princess,fought; is; appeared; was; was; married,knight; unfamiliar; knight; thankful; thankful; knight,6,6,3,3,5,5,0.0,13,46.15384615384615,0.0,1.0,5.461538461538462,5,6,2.0,0.6,1,5,1.0
16,highschool,A high school student who helps out at the family coffee shop on weekends and is on the debate team,knight; princess; princess; knight; knight; princess,is_responsible_for; marries; feels_grateful_towards; is_unfamiliar_with; rides; is_thankful_to,princess_freed; knight; knight; country; horse; knight,6,6,2,4,5,6,0.0,20,30.0,0.0,0.9,4.0,5,6,1.6,0.6,1,5,1.0
17,highschool,A high school student exploring potential career paths and values wisdom of older generations,princess; dragon; knight; princess,married; appears_in; is; is,knight; forest; unfamiliar; thankful,4,4,3,4,6,3,0.0,14,28.57142857142857,0.0,1.0,5.714285714285714,6,4,1.3333333333333333,0.26666666666666666,2,4,0.6666666666666666
17,highschool,A high school student who is following in her mother's footsteps and participating actively in writing competitions,knight; princess; knight; knight; armor; knight; unfamiliar; princess; thankful; princess; thankful,saved; married; freed; was; scorched; killed; describes; is; describes; felt; describes,princess; knight; princess; thankful; scorched; dragon; knight; beautiful; princess; thankful; knight,11,11,5,6,8,9,0.0,17,64.70588235294117,0.0,0.9444444444444444,5.444444444444445,8,11,1.75,0.39285714285714285,2,6,0.75
17,highschool,A high school student who is hesitant to try physical books due to the perceived inconvenience,knight; knight; princess; princess,engages_in_battle_with; fights_for; marries; is_thankful_to,dragon; life; knight; knight,4,4,2,3,4,4,0.0,16,25.0,0.0,0.9375,4.9375,4,4,1.5,0.6666666666666666,1,4,1.0
17,highschool,"A high school student who relies on their grandmother's resources for school project, with a soft spot for mythology",princess; knight; princess; princess; knight,marries; describes; is thankful to; is; is married to,knight; unfamiliar; knight; thankful; princess,5,5,2,4,4,5,0.0,19,26.31578947368421,0.0,0.85,4.8,4,5,1.5,0.8333333333333334,1,4,1.0
17,highschool,A high school student who struggled with reading comprehension and found solace in art,princess; princess; armor; young; beautiful; knight; princess,marries; is_thankful_to; is_scorched_by; describes; describes; is_married_to; is_married_to,knight; knight; dragon; knight; princess; princess; knight,7,7,5,3,6,5,0.0,14,50.0,0.0,1.0,5.214285714285714,6,7,1.3333333333333333,0.4666666666666667,2,4,0.6666666666666666
17,highschool,"A high school student with a passion for coffee, seeking guidance and advice on pursuing a career in the industry",knight; armor; princess; princess; knight; knight; knight; knight,is; becomes; is; is; experiences; freed; unfamiliar_with; is,thankful; scorched; beautiful; thankful; damage to armor; princess; country; princess,8,8,3,6,8,5,0.0,20,40.0,0.0,0.9,4.65,8,8,1.75,0.2857142857142857,2,6,0.75
17,highschool,a high school student in West Virginia who is passionate about STEM,princess; knight; knight; princess,is_thankful_towards; wants_to_free; kills; marries,knight; princess; dragon; knight,4,4,2,3,3,4,0.0,12,33.33333333333333,0.0,1.0,4.666666666666667,3,4,1.3333333333333333,1.3333333333333333,1,3,1.0
18,highschool,A high school senior organizing a student-led political action group at their school,dragon; princess; princess,fought_for; was; married,life; thankful; knight,3,3,2,3,5,3,0.0,13,23.076923076923077,0.0,0.8571428571428571,5.071428571428571,5,3,1.2,0.3,2,3,0.6
18,highschool,A high school student who has attended every live performance and knows all the YouTuber's songs by heart,princess; knight; knight; young; knight; princess,marries; rides_through; marries; describes; rescues; feels,knight; forest; princess; knight; princess; thankful,6,6,3,4,5,5,0.0,18,33.33333333333333,0.0,1.0,4.578947368421052,5,6,1.6,0.6,1,5,1.0
18,highschool,A high school student who is eager to learn and discover their passion through vocational education programs,princess; princess; knight; princess,has_emotion; marries; wears; is_thankful_to,thankful; knight; armor; knight,4,4,2,3,4,4,0.0,17,23.52941176470588,0.0,1.0,5.411764705882353,4,4,1.5,0.6666666666666666,1,4,1.0
18,highschool,A motivated high school senior planning to major in religious studies and often discusses related topics with their teacher,knight; dragon; armor; knight; knight; princess; princess; knight; princess; princess,is_involved_in; fights_for; is_scourged_by; rescues; married_to; is_involved_in; married_to; marries; marries; is_thankful_to,royal wedding; life; dragon; princess; princess; royal wedding; knight; princess; knight; knight,10,10,4,5,6,7,0.0,19,52.63157894736842,0.0,1.0,5.526315789473684,6,10,1.6666666666666667,0.6666666666666666,2,3,0.5
18,highschool,a Macedonian high school student who's enthusiastic about technology,princess; knight; dragon; knight; princess,is_thankful_to; is_married_to; fights_for; is_at_risk_of; marries,knight; princess; death; death; knight,5,5,3,3,4,5,0.0,9,55.55555555555556,0.0,1.0,5.9,4,5,1.5,0.8333333333333334,1,4,1.0
19,highschool,A Pennsylvania high school student who enjoys history but finds environmental science somewhat boring.,princess; damage; unfamiliar; armor; knight,is; occurs_to; describes; is_scorched_by; is_thankful_to,thankful; armor; knight; knight; princess,5,5,5,4,6,5,0.0,14,35.714285714285715,0.0,1.0,6.285714285714286,6,5,1.6666666666666667,0.3333333333333333,1,6,1.0
19,highschool,A high school senior who is undecided about their future career and seeks guidance from the teacher,knight; princess; princess; princess; knight; knight,killed; is_thankful; is_thankful_toward; married; hurries_after; rescued,dragon; thankful; knight; knight; dragon; princess,6,6,2,4,4,6,0.0,17,35.294117647058826,0.0,1.0,4.882352941176471,4,6,1.5,1.0,1,4,1.0
19,highschool,A high school student looking for personalized tutoring in math and science subjects,knight; young; dragon; knight; princess; knight; princess,marries; describes; fights_for; wears; is_married_to; is; is_thankful_to,princess; knight; life; armor; knight; young; knight,7,7,4,5,6,7,0.0,13,53.84615384615385,0.0,1.0,5.538461538461538,6,7,1.3333333333333333,0.4666666666666667,2,4,0.6666666666666666
19,highschool,"A high school student who opts in for science subjects, hoping to follow older sibling's footsteps in computer science",princess; knight; princess; young knight; knight; dragon; knight; princess; knight,thankful; is_thankful_to; is_thankful_to; rides; is_unfamiliar_with; appears; has_armor; married; thankful,knight; princess; knight; horse; country; country; armor; knight; princess,9,9,4,5,7,7,0.0,19,47.368421052631575,0.0,0.9,4.9,7,9,1.4285714285714286,0.42857142857142855,2,5,0.7142857142857143
19,highschool,A high school student who volunteers at the bookstore and learns about marketing strategies,knight; knight; life; knight; princess,is; marries; is_at_stake_in; wants_to_marry; is,thankful; princess; knight_vs_dragon_battle; princess; thankful,5,5,3,3,5,4,0.0,14,35.714285714285715,0.0,1.0,5.571428571428571,5,5,1.6,0.5,2,3,0.6
19,highschool,A high school student who wants to improve their grades in algebra and is seeking a study partner,armor; knight; knight; princess; princess,is_destroyed_by; fights_for; is_thanked_by; marries; is_thankful_to,fire; life; princess; knight; knight,5,5,3,4,5,5,0.0,18,27.77777777777778,0.0,0.9444444444444444,4.444444444444445,5,5,1.2,0.5,2,3,0.6
19,highschool,"Elin Williams, a high school student interested in pursuing a career in epidemiology",princess; princess; knight; knight; knight; princess,marries; thankful; kills; rescues; is_responsible_for; is_thankful_to,knight; knight; dragon; princess; princess; knight,6,6,2,3,3,6,0.0,13,46.15384615384615,0.0,0.8461538461538461,5.461538461538462,3,6,1.3333333333333333,2.0,1,3,1.0
20,highschool,A high school senior who has benefited from the individualized education plans and is now considering a career in education,princess; princess; knight; knight; knight,marries; is_thankful_to; kills; fights_for; is_thankful_for,knight; knight; dragon; death; princess,5,5,2,4,4,5,0.0,20,25.0,0.0,0.9,5.2,4,5,1.5,0.8333333333333334,1,4,1.0
20,highschool,A high school senior who's looking for uniforms and is really passionate about supporting local businesses.,princess; princess; knight; death,is; marries; appears_in; is_at_stake_in,thankful; knight; forest; knight_vs_dragon_battle,4,4,3,4,6,4,0.0,16,25.0,0.0,1.0,5.294117647058823,6,4,1.3333333333333333,0.26666666666666666,2,4,0.6666666666666666
20,highschool,"A high school student engaged in an international baccalaureate program, fluent in three languages",knight; knight; armor; knight; princess; knight; princess,is; faces; is_scorched; marries; marries; is_thankful_to; is_thankful_to,young knight; death; unfamiliar; princess; knight; princess; knight,7,7,3,5,6,5,0.0,14,50.0,0.0,0.9285714285714286,6.0,6,7,1.3333333333333333,0.4666666666666667,2,4,0.6666666666666666
20,highschool,A high school student passionate about genetics and seeking guidance on pursuing a career in bioinformatics,knight; princess; princess; knight; knight; knight; princess; princess; knight,has_armor; is_thankful_to; is; rescues; hurries_after; wants_to_marry; marries; feels_gratitude_toward; marries,armor; knight; thankful; princess; dragon; princess; knight; knight; princess,9,9,2,5,5,8,0.0,16,56.25,0.0,0.9375,5.75,5,9,1.6,0.9,1,5,1.0
20,highschool,"A high school student trying to balance work and studies, who appreciates the manager's understanding and support",princess; knight; knight; knight; princess,marries; frees; rode through; is_thankful_to; is_thankful_to,knight; princess; forest; princess; knight,5,5,2,3,3,4,0.0,17,29.411764705882355,0.0,0.9444444444444444,5.277777777777778,3,5,1.3333333333333333,1.6666666666666667,1,3,1.0
20,highschool,A younger sister who is also a high school student and finds the personalized learning experience challenging and overwhelming,young knight; princess; young knight; princess,has; married; rides through; was,horse; knight; forest; thankful,4,4,2,4,6,4,0.0,19,21.052631578947366,0.0,0.8947368421052632,5.684210526315789,6,4,1.3333333333333333,0.26666666666666666,2,3,0.5
20,highschool,An academically gifted high school student who values education and cherishes their close-knit family,knight; princess; princess; knight; dragon,is_thankful_for; marries; is_thankful_to; rides_through; kidnaps,princess; knight; knight; forest; princess,5,5,3,3,4,5,0.0,14,35.714285714285715,0.0,1.0,5.8,4,5,1.5,0.8333333333333334,1,4,1.0
21,highschool,A 16-year-old high school student in New Zealand who is passionate about learning the Maori culture and has been assigned to write an essay about a significant figure within it.,knight; princess; dragon; knight; princess; princess; princess,is; married; kidnapping; fought_for; is; was_freed_by; is_thankful_to,thankful; knight; princess; life; thankful; knight; knight,7,7,3,4,5,6,0.0,30,23.333333333333332,0.0,0.9375,4.53125,5,7,2.0,0.7,1,5,1.0
21,highschool,A busy high school student who has been thinking about joining a club for quite some time.,knight; princess; princess; knight; knight; princess,is_responsible_for_rescuing; marries; is_thankful_toward; rescues; rides_through; feels,princess; knight; knight; princess; forest; thankful,6,6,2,4,4,6,0.0,17,35.294117647058826,0.0,0.9411764705882353,4.294117647058823,4,6,1.5,1.0,1,4,1.0
21,highschool,A high school student looking for affordable online resources to supplement their education,armor; princess; princess; dragon,is; was; married; fought_for,scorched; thankful; knight; death,4,4,3,4,7,4,0.0,13,30.76923076923077,0.0,1.0,6.076923076923077,7,4,1.1428571428571428,0.19047619047619047,3,3,0.42857142857142855
21,highschool,A high school student who relies on the content creator's videos to supplement their remote learning,death; unfamiliar; princess; princess,is_at_stake_in; describes; marries; is_thankful_to,battle; knight; knight; knight,4,4,3,2,5,4,0.0,16,25.0,0.0,1.0,4.9411764705882355,5,4,1.2,0.4,2,3,0.6
21,highschool,a high school student who is doubtful about discount shopping,princess; princess; knight; knight; princess; knight,marries; is; rides_through; marries; is_thankful_to; wants_to_free,knight; thankful; forest; princess; knight; princess,6,6,2,4,4,5,0.0,10,60.0,0.0,1.0,5.2,4,6,1.5,1.0,1,4,1.0
21,highschool,an immunodeficient high school student in Australia,princess; knight; princess,marries; is_unfamiliar_with; is_thankful_to,knight; country; knight,3,3,2,2,3,3,0.0,7,42.857142857142854,0.0,1.0,6.428571428571429,3,3,1.3333333333333333,1.0,1,3,1.0
22,highschool,A high school junior who is producing a documentary on the social effects of the internet for a class project,princess; knight; knight; princess; knight,is_thankful_to; is_high_school_junior; wants_to_marry; married; is_16_years_old,knight; high_school_junior; princess; knight; 16_years_old,5,5,2,4,4,5,0.0,20,25.0,0.0,0.85,4.5,4,5,1.5,0.8333333333333334,1,4,1.0
22,highschool,A high school student aiming to improve their scores on standardized tests,knight; knight; knight; princess; dragon; princess,has_armor; rides_through; fights_with; is; rides_through; marries,armor; forest; dragon; thankful; forest; knight,6,6,3,5,6,5,0.0,12,50.0,0.0,1.0,5.25,6,6,2.0,0.4,1,6,1.0
22,highschool,A high school student interested in pursuing a career in renewable energy and looks up to the science teacher as a mentor,armor; knight; knight; princess; princess,is_scorched_by; fights; is_responsible_for; marries; is_thankful_to,fire; dragon; princess; knight; knight,5,5,3,4,5,5,0.0,22,22.727272727272727,0.0,0.8636363636363636,4.545454545454546,5,5,1.2,0.5,2,3,0.6
